row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Net profit after tax,Net profit after tax,Net profit after tax,"5,318,551,565,051","3,988,716,618,482",,
Adjustments,Adjustments,Adjustments,"(317,726,455,843)","(410,364,084,677)",,
- Bonus and welfare funds and Bonus for the Executive Board,- Bonus and welfare funds and Bonus for the Executive Board,- Bonus and welfare funds and Bonus for the Executive Board,"(317,726,455,843)","(410,364,084,677)",,
Profit distributed to common shares,Profit distributed to common shares,Profit distributed to common shares,"5,000,825,109,208","3,578,352,533,805",,
Average number of outstanding common shares in circulation in the year,Average number of outstanding common shares in circulation in the year,Average number of outstanding common shares in circulation in the year,"4,000,000,000","4,000,000,000",,
Basic earnings per share,Average number of outstanding common shares in circulation in the year > Basic earnings per share,Basic earnings per share,"1,250",895,1.25,895.0
