row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
- Lãi vay phải thu,- Lãi vay phải thu,- Lãi vay phải thu,1.655.399.709,1.655.399.709,1655399709.0,1655399709.0
- Lãi tiền gửi dự thu,- Lãi tiền gửi dự thu,- Lãi tiền gửi dự thu,245.193.339.440,281.258.935.137,245193339440.0,281258935137.0
- Phải thu về các khoản chậm trả,- Phải thu về các khoản chậm trả,- Phải thu về các khoản chậm trả,-,3.337.721.442,,3337721442.0
- Tạm ứng,- Tạm ứng,- Tạm ứng,108.432.536.502,105.035.036.847,108432536502.0,105035036847.0
"- Cảm cổ, ký quỹ, ký cược","- Cảm cổ, ký quỹ, ký cược","- Cảm cổ, ký quỹ, ký cược",51.706.789.075,35.728.016.878,51706789075.0,35728016878.0
- Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,23.400.379.655,8.737.937.251,23400379655.0,8737937251.0
- Phải thu người lao động,- Phải thu người lao động,- Phải thu người lao động,4.352.786.874,26.739.108.046,4352786874.0,26739108046.0
- Phải thu các khoản bảo hiểm,- Phải thu các khoản bảo hiểm,- Phải thu các khoản bảo hiểm,13.974.856.267,9.709.808.491,13974856267.0,9709808491.0
- Phải thu về các khoản kinh phí chờ cấp,- Phải thu về các khoản kinh phí chờ cấp,- Phải thu về các khoản kinh phí chờ cấp,6.284.602.588,2.344.080,6284602588.0,2344080.0
- Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,32.854.029.483,32.932.686.383,32854029483.0,32932686383.0
"- Phải thu về theo quyết định của thanh tra, kiểm toán và quyết định của cơ quan quản lý nhà nước","- Phải thu về theo quyết định của thanh tra, kiểm toán và quyết định của cơ quan quản lý nhà nước","- Phải thu về theo quyết định của thanh tra, kiểm toán và quyết định của cơ quan quản lý nhà nước",335.349.085,335.349.085,335349085.0,335349085.0
- Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,448.153.062.888,410.873.217.008,448153062888.0,410873217008.0
