row_label_raw,row_label_full,col_0,col_1,31/12/2025,01/01/2025,numeric__col_1,numeric__31/12/2025,numeric__01/01/2025
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Lãi vay phải trả,36.085.353.732,70.031.439.552,,36085353732.0,70031439552.0
a),a) > a),a),- Trích trước tiền thuê đất,29.043.263.133,5.395.585.866,,29043263133.0,5395585866.0
a),a) > a),a),"- Trích trước chi phí mua hàng hóa, dịch vụ",17.505.328.870,11.812.408.180,,17505328870.0,11812408180.0
a),a) > a),a),"- Trích trước giá vốn cho thuê đất và phí sử dụng hạ tầng khu công nghiệp, xử lý nước thải",154.087.536.077,160.420.285.078,,154087536077.0,160420285078.0
a),a) > a),a),- Chi phí phải trả khác,162.482.427.303,196.301.275.732,,162482427303.0,196301275732.0
a),a) > a),a),,399.203.909.115,443.960.994.408,,399203909115.0,443960994408.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),"- Trích trước giá vốn cho thuê đất và phí sử dụng hạ tầng khu công nghiệp, xử lý nước thải",253.654.412.736,204.139.277.098,,253654412736.0,204139277098.0
b),b) > b),b),- Chi phí phải trả khác,-,234.849.656.064,,,234849656064.0
b),b) > b),b),,253.654.412.736,438.988.933.162,,253654412736.0,438988933162.0
