row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1,1.0
BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,2,2.0
BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN,3 – 4,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,5,5.0
BÁO CÁO LU'U CHUYÊN TIÊN TỆ,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN > BÁO CÁO LU'U CHUYÊN TIÊN TỆ,BÁO CÁO LU'U CHUYÊN TIÊN TỆ,6,6.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,7 – 28,
