row_label_raw,row_label_full,col_0,Năm nayVND,Năm trước( Trình bày lại)VND,numeric__Năm nayVND,numeric__Năm trước( Trình bày lại)VND
Giá vốn hoạt động thương mại,Giá vốn hoạt động thương mại,Giá vốn hoạt động thương mại,480.854.343.855,1.167.480.877.999,480854343855.0,1167480877999.0
Giá vốn kinh doanh bất động sản,Giá vốn kinh doanh bất động sản,Giá vốn kinh doanh bất động sản,507.007.491.069,48.526.608.649,507007491069.0,48526608649.0
Dự phòng giảm giá hàng tồn kho;,Dự phòng giảm giá hàng tồn kho;,Dự phòng giảm giá hàng tồn kho;,6.335.471.576,4.538.350.568,6335471576.0,4538350568.0
Cộng,Cộng,Cộng,994.197.306.500,1.220.545.837.216,994197306500.0,1220545837216.0
