row_label_raw,row_label_full,Công ty cổ phần đầu tư dịch vụ Thành Nam,Số cuối năm > Giá gốc > 288.000.000.000,Số cuối năm > Giá trị hợp lý > 292.021.653.980,Số đầu năm > Giá gốc > 288.000.000.000,Số đầu năm > Giá trị hợp lý > 291.240.451.784,numeric__Số cuối năm > Giá gốc > 288.000.000.000,numeric__Số cuối năm > Giá trị hợp lý > 292.021.653.980,numeric__Số đầu năm > Giá gốc > 288.000.000.000,numeric__Số đầu năm > Giá trị hợp lý > 291.240.451.784
Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,100.000.000.000,102.069.022.317,100.000.000.000,102.054.607.648,100000000000.0,102069022317.0,100000000000.0,102054607648.0
Công ty CP phát triển dịch vụ Trường Giang,Công ty CP phát triển dịch vụ Trường Giang,Công ty CP phát triển dịch vụ Trường Giang,135.800.000.000,138.008.091.634,135.800.000.000,137.428.809.599,135800000000.0,138008091634.0,135800000000.0,137428809599.0
Cộng,Cộng,Cộng,523.800.000.000,532.098.767.931,523.800.000.000,530.723.869.031,523800000000.0,532098767931.0,523800000000.0,530723869031.0
