row_label_raw,row_label_full,col_0,Năm nay,Năm trước( Trình bày lại),numeric__Năm nay,numeric__Năm trước( Trình bày lại)
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu, hàng hóa","Chi phí nguyên liệu, vật liệu, hàng hóa","Chi phí nguyên liệu, vật liệu, hàng hóa",480.854.343.855,527.749.776.573,480854343855.0,527749776573.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,5.468.991.152,216.462.000,5468991152.0,216462000.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.556.956.599,2.071.408.608,2556956599.0,2071408608.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,6.335.471.576,4.538.350.568,6335471576.0,4538350568.0
"Chi phí dịch vụ mua ngoài, bằng tiền khác","Chi phí dịch vụ mua ngoài, bằng tiền khác","Chi phí dịch vụ mua ngoài, bằng tiền khác",567.463.414.225,699.777.788.156,567463414225.0,699777788156.0
Cộng,Cộng,Cộng,1.062.679.177.407,1.234.353.785.905,1062679177407.0,1234353785905.0
