row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng thanh toán,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng thanh toán,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng thanh toán,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng thanh toán
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Công ty TNHH Xây dựng và Thương mại Nam Sơn,Ngắn hạn > Công ty TNHH Xây dựng và Thương mại Nam Sơn,Công ty TNHH Xây dựng và Thương mại Nam Sơn,35.388.234.604,35.388.234.604,-,-,35388234604.0,35388234604.0,,
Công ty Cổ phần Xây dựng Trường Hưng Thịnh,Ngắn hạn > Công ty Cổ phần Xây dựng Trường Hưng Thịnh,Công ty Cổ phần Xây dựng Trường Hưng Thịnh,17.295.442.500,17.295.442.500,-,-,17295442500.0,17295442500.0,,
Công ty CP Bạch Đằng 7,Ngắn hạn > Công ty CP Bạch Đằng 7,Công ty CP Bạch Đằng 7,7.932.380.000,7.932.380.000,3.833.025.745,3.833.025.745,7932380000.0,7932380000.0,3833025745.0,3833025745.0
Công ty TNHH Xây dựng Dân dụng và Công nghiệp Thành Long,Ngắn hạn > Công ty TNHH Xây dựng Dân dụng và Công nghiệp Thành Long,Công ty TNHH Xây dựng Dân dụng và Công nghiệp Thành Long,5.550.335.218,5.550.335.218,-,-,5550335218.0,5550335218.0,,
Công ty TNHH Thành Trung,Ngắn hạn > Công ty TNHH Thành Trung,Công ty TNHH Thành Trung,3.538.504.788,3.538.504.788,-,-,3538504788.0,3538504788.0,,
Các đối tượng khác,Ngắn hạn > Các đối tượng khác,Các đối tượng khác,8.028.812.195,8.028.812.195,7.139.002.171,7.139.002.171,8028812195.0,8028812195.0,7139002171.0,7139002171.0
Cộng,Ngắn hạn > Cộng,Cộng,77.733.709.305,77.733.709.305,10.972.027.916,10.972.027.916,77733709305.0,77733709305.0,10972027916.0,10972027916.0
