row_label_raw,row_label_full,col_0,Số năm khấu hao,numeric__Số năm khấu hao
Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,05 - 45,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,06 - 08,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",03 - 05,
"Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý",03 - 05,
