row_label_raw,row_label_full,Lợi nhuận trong năm (VND),Năm nay > 1.155.847.083.742,Năm trước > 834.514.740.028,numeric__Năm nay > 1.155.847.083.742,numeric__Năm trước > 834.514.740.028
Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,,,,
- Cổ đông không kiểm soát (VND),Phân bổ cho: > - Cổ đông không kiểm soát (VND),- Cổ đông không kiểm soát (VND),298.508.304.446,174.758.005.460,298508304446.0,174758005460.0
- Cổ đông của Công ty mẹ (VND),Phân bổ cho: > - Cổ đông của Công ty mẹ (VND),- Cổ đông của Công ty mẹ (VND),857.338.779.296,659.756.734.568,857338779296.0,659756734568.0
"Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND)","Phân bổ cho: > Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND)","Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND)",(48.286.234.950),(37.158.203.343),-48286234950.0,-37158203343.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Phân bổ cho: > Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu,809.052.544.346,622.598.531.225,809052544346.0,622598531225.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Phân bổ cho: > Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,323.651.246,323.651.246,323651246.0,323651246.0
Lãi cơ bản trên cổ phiếu (VND),Phân bổ cho: > Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),2.500,1.924,2500.0,1924.0
