row_label_raw,row_label_full,Tổng công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam và các công ty cùng tập đoàn,2.557.192.175,10.821.600,numeric__2.557.192.175,numeric__10.821.600
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,
Tổng Công ty Cổ phần Bảo hiểm Dầu khí,Phải thu ngắn hạn khác > Tổng Công ty Cổ phần Bảo hiểm Dầu khí,Tổng Công ty Cổ phần Bảo hiểm Dầu khí,4.748.131.213,15.269.683.863,4748131213.0,15269683863.0
Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Phải thu ngắn hạn khác > Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,7.644.465.154,7.644.465.154,7644465154.0,7644465154.0
Tập đoàn Dầu khí Quốc gia Việt Nam,Phải thu ngắn hạn khác > Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,5.366.000,3.095.115.755,5366000.0,3095115755.0
Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Phải thu ngắn hạn khác > Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,7.236.375.066,6.273.994.518,7236375066.0,6273994518.0
Các bên liên quan khác,Phải thu ngắn hạn khác > Các bên liên quan khác,Các bên liên quan khác,14.890.251,580.066.471,14890251.0,580066471.0
,,,19.649.227.684,32.863.325.761,19649227684.0,32863325761.0
