row_label_raw,row_label_full,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm
Chi phí lương,Chi phí lương,Chi phí lương,186.856.997.862,155.481.717.982,186856997862.0,155481717982.0
Dự phòng/(Hoàn nhập) nợ phải thu khó đòi,Dự phòng/(Hoàn nhập) nợ phải thu khó đòi,Dự phòng/(Hoàn nhập) nợ phải thu khó đòi,7.692.007.336,(78.331.422),7692007336.0,-78331422.0
Chi phí khác,Chi phí khác,Chi phí khác,213.103.503.571,122.083.001.010,213103503571.0,122083001010.0
,,,407.652.508.769,277.486.387.570,407652508769.0,277486387570.0
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,8.517.954.844,6.165.906.423,8517954844.0,6165906423.0
Chi phí khác,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khác,Chi phí khác,4.355.975.456,4.326.679.451,4355975456.0,4326679451.0
,,,12.873.930.300,10.492.585.874,12873930300.0,10492585874.0
