row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.456.871.731.170,1.040.216.695.657,,1.0,1456871731170.0,1040216695657.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,1.195.322.190.412,929.745.576.847,,2.0,1195322190412.0,929745576847.0
2.,2. > 2.,2.,Các khoản dự phòng,03,247.385.653.163,209.435.897.410,,3.0,247385653163.0,209435897410.0
2.,2. > 2.,2.,Lãi chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(22.649.883.527),(15.489.265.886),,4.0,-22649883527.0,-15489265886.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(445.326.452.333),(193.828.806.109),,5.0,-445326452333.0,-193828806109.0
2.,2. > 2.,2.,Chi phí lãi vay,06,214.451.792.020,118.911.837.489,,6.0,214451792020.0,118911837489.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,2.646.055.030.905,2.088.991.935.408,,8.0,2646055030905.0,2088991935408.0
3.,2. > 3.,3.,Giảm/(tăng) các khoản phải thu,09,45.768.421.533,(506.284.627.376),,9.0,45768421533.0,-506284627376.0
3.,2. > 3.,3.,Tăng hàng tồn kho,10,(37.348.365.292),(29.630.036.560),,10.0,-37348365292.0,-29630036560.0
3.,2. > 3.,3.,Tăng/(giảm) các khoản phải trả,11,80.726.924.719,(107.798.717.405),,11.0,80726924719.0,-107798717405.0
3.,2. > 3.,3.,Tăng chi phí trả trước,12,(11.061.495.335),(178.532.346.329),,12.0,-11061495335.0,-178532346329.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(207.640.502.037),(119.800.334.622),,14.0,-207640502037.0,-119800334622.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(257.519.236.373),(234.661.550.516),,15.0,-257519236373.0,-234661550516.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,14.817.962,100.460.722,,16.0,14817962.0,100460722.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(87.096.833.516),(83.775.851.987),,17.0,-87096833516.0,-83775851987.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.171.898.762.566,828.608.931.335,,20.0,2171898762566.0,828608931335.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(1.660.712.011.334),(1.935.502.711.608),,21.0,-1660712011334.0,-1935502711608.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,389.311.827.345,100.539.732.045,,22.0,389311827345.0,100539732045.0
3.,II. > 3.,3.,"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(4.079.231.233.950),(2.808.065.265.705),,23.0,-4079231233950.0,-2808065265705.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,3.164.447.945.205,2.871.659.042.367,,24.0,3164447945205.0,2871659042367.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,166.388.292.318,171.895.430.964,,27.0,166388292318.0,171895430964.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(2.019.795.180.416),(1.599.473.771.937),,30.0,-2019795180416.0,-1599473771937.0
