row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,9.047.363.208.116,7.460.234.126.265,,1.0,,9047363208116.0,7460234126265.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,26,9.047.363.208.116,7.460.234.126.265,,10.0,26.0,9047363208116.0,7460234126265.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,7.392.334.482.981,6.222.277.497.227,,11.0,27.0,7392334482981.0,6222277497227.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.655.028.725.135,1.237.956.629.038,,20.0,,1655028725135.0,1237956629038.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,29,221.015.971.674,180.227.299.307,,21.0,29.0,221015971674.0,180227299307.0
6.,6.,6.,Chi phí tài chính,22,30,314.025.500.758,156.483.569.802,,22.0,30.0,314025500758.0,156483569802.0
,,,- Trong đó: Chi phí lãi vay,23,,214.451.792.020,118.911.837.489,,23.0,,214451792020.0,118911837489.0
7.,7.,7.,Phần lãi trong công ty liên kết,24,12,27.864.503.193,24.549.751.684,,24.0,12.0,27864503193.0,24549751684.0
8.,8.,8.,Chi phí bán hàng,25,31,12.873.930.300,10.492.585.874,,25.0,31.0,12873930300.0,10492585874.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,407.652.508.769,277.486.387.570,,26.0,31.0,407652508769.0,277486387570.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+24+(21-22)-(25+26)),30,,1.169.357.260.175,998.271.136.783,,30.0,,1169357260175.0,998271136783.0
11.,11.,11.,Thu nhập khác,31,,308.543.209.056,75.325.766.548,,31.0,,308543209056.0,75325766548.0
12.,12.,12.,Chi phí khác,32,,21.028.738.061,33.380.207.674,,32.0,,21028738061.0,33380207674.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,32,287.514.470.995,41.945.558.874,,40.0,32.0,287514470995.0,41945558874.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.456.871.731.170,1.040.216.695.657,,50.0,,1456871731170.0,1040216695657.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,288.761.717.516,199.465.028.044,,51.0,33.0,288761717516.0,199465028044.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,15,12.262.929.912,6.236.927.585,,52.0,15.0,12262929912.0,6236927585.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.155.847.083.742,834.514.740.028,,60.0,,1155847083742.0,834514740028.0
,,,Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,,,857.338.779.296,659.756.734.568,,,,857338779296.0,659756734568.0
,,,- Lợi nhuận sau thuế của cổ đông không kiểm soát,,,298.508.304.446,174.758.005.460,,,,298508304446.0,174758005460.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,34,2.500,1.924,,70.0,34.0,2500.0,1924.0
19.,19.,19.,Lãi suy giảm trên cổ phiếu,71,34,2.273,1.749,,71.0,34.0,2273.0,1749.0
