row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,6.286.266.493.364,4.849.728.123.623,,100.0,,6286266493364.0,4849728123623.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.793.749.749.410,1.283.386.854.560,,110.0,4.0,1793749749410.0,1283386854560.0
1.,1.,1.,Tiền,111,,334.156.749.410,365.414.373.186,,111.0,,334156749410.0,365414373186.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.459.593.000.000,917.972.481.374,,112.0,,1459593000000.0,917972481374.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,2.706.631.233.950,1.789.507.945.205,,120.0,,2706631233950.0,1789507945205.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,2.706.631.233.950,1.789.507.945.205,,123.0,5.0,2706631233950.0,1789507945205.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.376.870.830.498,1.476.856.951.153,,130.0,,1376870830498.0,1476856951153.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,982.153.399.871,1.192.941.542.407,,131.0,6.0,982153399871.0,1192941542407.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,39.615.864.916,19.756.557.197,,132.0,,39615864916.0,19756557197.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,460.122.023.520,359.058.293.683,,136.0,7.0,460122023520.0,359058293683.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(105.692.275.991),(95.571.260.316),,137.0,8.0,-105692275991.0,-95571260316.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,671.818.182,671.818.182,,139.0,,671818182.0,671818182.0
IV.,IV.,IV.,Hàng tồn kho,140,9,179.274.820.292,141.926.455.000,,140.0,9.0,179274820292.0,141926455000.0
1.,1.,1.,Hàng tồn kho,141,,179.274.820.292,141.926.455.000,,141.0,,179274820292.0,141926455000.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,229.739.859.214,158.049.917.705,,150.0,,229739859214.0,158049917705.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,38.409.067.097,26.264.476.520,,151.0,,38409067097.0,26264476520.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,190.928.368.398,128.090.936.701,,152.0,,190928368398.0,128090936701.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,17,402.423.719,3.694.504.484,,153.0,17.0,402423719.0,3694504484.0
