row_label_raw,row_label_full,Ông Nguyễn Duyên Hiếu,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Phó Tổng Giám đốc,
Ông Nguyễn Quốc Thịnh,Ông Nguyễn Quốc Thịnh,Ông Nguyễn Quốc Thịnh,Phó Tổng Giám đốc,
Ông Nguyễn Viết Long,Ông Nguyễn Viết Long,Ông Nguyễn Viết Long,Phó Tổng Giám đốc,
Ông Lê Mạnh Tuấn,Ông Lê Mạnh Tuấn,Ông Lê Mạnh Tuấn,Phó Tổng Giám đốc (bổ nhiệm ngày 09 tháng 5 năm 2022),
