row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,VND129.377.350.217,VND129.377.350.217,VND162.774.635.378,VND162.774.635.378,,,,
a) Các khoản phải trả người bán ngắn hạn là bên liên quan,Phải trả người bán ngắn hạn > a) Các khoản phải trả người bán ngắn hạn là bên liên quan,a) Các khoản phải trả người bán ngắn hạn là bên liên quan,73.235.510.961,73.235.510.961,88.609.031.535,88.609.031.535,73235510961.0,73235510961.0,88609031535.0,88609031535.0
Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Phải trả người bán ngắn hạn > Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),73.235.510.961,73.235.510.961,88.609.031.535,88.609.031.535,73235510961.0,73235510961.0,88609031535.0,88609031535.0
+ Công ty Cổ phần Nước khoáng Khánh Hòa - Fit Beverage,Phải trả người bán ngắn hạn > + Công ty Cổ phần Nước khoáng Khánh Hòa - Fit Beverage,+ Công ty Cổ phần Nước khoáng Khánh Hòa - Fit Beverage,54.379.973.572,54.379.973.572,47.161.690.846,47.161.690.846,54379973572.0,54379973572.0,47161690846.0,47161690846.0
+ Công ty Cổ phần FIT Cosmetics,Phải trả người bán ngắn hạn > + Công ty Cổ phần FIT Cosmetics,+ Công ty Cổ phần FIT Cosmetics,18.203.264.528,18.203.264.528,41.447.340.689,41.447.340.689,18203264528.0,18203264528.0,41447340689.0,41447340689.0
+ Công ty Cổ phần Today Cosmetics,Phải trả người bán ngắn hạn > + Công ty Cổ phần Today Cosmetics,+ Công ty Cổ phần Today Cosmetics,652.272.861,652.272.861,-,-,652272861.0,652272861.0,,
b) Các khoản phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn > b) Các khoản phải trả người bán ngắn hạn khác,b) Các khoản phải trả người bán ngắn hạn khác,56.141.839.256,56.141.839.256,74.165.603.843,74.165.603.843,56141839256.0,56141839256.0,74165603843.0,74165603843.0
Khách hàng của Công ty Cổ phần Tập đoàn F.I.T - Công ty mẹ,Phải trả người bán ngắn hạn > Khách hàng của Công ty Cổ phần Tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty Cổ phần Tập đoàn F.I.T - Công ty mẹ,83.737.077,83.737.077,689.673.668,689.673.668,83737077.0,83737077.0,689673668.0,689673668.0
Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Phải trả người bán ngắn hạn > Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),7.315.831.273,7.315.831.273,6.850.878.883,6.850.878.883,7315831273.0,7315831273.0,6850878883.0,6850878883.0
Khách hàng của Công ty Cổ phần Bất động sản đầu tư F.I.T (F.I.T Land),Phải trả người bán ngắn hạn > Khách hàng của Công ty Cổ phần Bất động sản đầu tư F.I.T (F.I.T Land),Khách hàng của Công ty Cổ phần Bất động sản đầu tư F.I.T (F.I.T Land),485.000,485.000,-,-,485000.0,485000.0,,
Khách hàng của Công ty Cổ phần Dược phẩm Cửu Long (Hợp nhất),Phải trả người bán ngắn hạn > Khách hàng của Công ty Cổ phần Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty Cổ phần Dược phẩm Cửu Long (Hợp nhất),48.737.720.906,48.737.720.906,66.618.631.292,66.618.631.292,48737720906.0,48737720906.0,66618631292.0,66618631292.0
Khách hàng của Công ty Cổ phần Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Phải trả người bán ngắn hạn > Khách hàng của Công ty Cổ phần Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Khách hàng của Công ty Cổ phần Xuất nhập khẩu và Thương mại F.I.T Việt Nam,4.065.000,4.065.000,6.420.000,6.420.000,4065000.0,4065000.0,6420000.0,6420000.0
