row_label_raw,row_label_full,col_0,Số cuối năm,numeric__Số cuối năm
,,,VND,
Cơ cấu nợ gốc trái phiếu (*),Cơ cấu nợ gốc trái phiếu (*),Cơ cấu nợ gốc trái phiếu (*),438.133.296.821,438133296821.0
Chi phí phát hành trái phiếu làm giảm nợ gốc,Chi phí phát hành trái phiếu làm giảm nợ gốc,Chi phí phát hành trái phiếu làm giảm nợ gốc,(3.869.182.242),-3869182242.0
Tại ngày cuối năm,Tại ngày cuối năm,Tại ngày cuối năm,434.264.114.579,434264114579.0
