row_label_raw,row_label_full,col_0,Mối quan hệ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Năm nay,numeric__Năm trước
,,,Mối quan hệ,VND,VND,,,
Công ty Cổ phần FIT COSMETICS,Công ty Cổ phần FIT COSMETICS,Công ty Cổ phần FIT COSMETICS,Công ty liên kết,102.726.879.196,84.486.584.267,,102726879196.0,84486584267.0
Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,,763.052.728,1.822.248.055,,763052728.0,1822248055.0
Mua hàng từ bên liên quan,Mua hàng từ bên liên quan,Mua hàng từ bên liên quan,,97.519.846.946,77.367.602.442,,97519846946.0,77367602442.0
Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,,875.000.000,860.000.000,,875000000.0,860000000.0
Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,,3.109.192.522,3.058.270.670,,3109192522.0,3058270670.0
Tiền thu từ bán hàng và cung cấp dịch vụ,Tiền thu từ bán hàng và cung cấp dịch vụ,Tiền thu từ bán hàng và cung cấp dịch vụ,,264.537.000,332.037.120,,264537000.0,332037120.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,,-,1.046.425.980,,,1046425980.0
Hàng biểu tặng,Hàng biểu tặng,Hàng biểu tặng,,195.250.000,-,,195250000.0,
Công ty Cổ phần nước khoáng Khánh Hòa,Công ty Cổ phần nước khoáng Khánh Hòa,Công ty Cổ phần nước khoáng Khánh Hòa,Công ty liên kết,219.354.112.993,221.233.331.717,,219354112993.0,221233331717.0
Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,,2.241.992.558,3.079.292.913,,2241992558.0,3079292913.0
Mua hàng từ bên liên quan,Mua hàng từ bên liên quan,Mua hàng từ bên liên quan,,217.000.561.575,215.188.876.665,,217000561575.0,215188876665.0
Chuyển tiền hợp tác đầu tư cho bên liên quan,Chuyển tiền hợp tác đầu tư cho bên liên quan,Chuyển tiền hợp tác đầu tư cho bên liên quan,,-,2.500.000.000,,,2500000000.0
Trả lại hàng cho bên liên quan,Trả lại hàng cho bên liên quan,Trả lại hàng cho bên liên quan,,111.558.860,457.495.472,,111558860.0,457495472.0
Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,,-,7.666.667,,,7666667.0
Tiền thu lãi từ hợp đồng hợp tác đầu tư,Tiền thu lãi từ hợp đồng hợp tác đầu tư,Tiền thu lãi từ hợp đồng hợp tác đầu tư,,-,33.861.112,,,33861112.0
Tiền thu từ bán hàng và cung cấp dịch vụ,Tiền thu từ bán hàng và cung cấp dịch vụ,Tiền thu từ bán hàng và cung cấp dịch vụ,,1.189.024.200,6.527.811.207,,1189024200.0,6527811207.0
Công ty Cổ phần đầu tư Dũng Tâm,Công ty Cổ phần đầu tư Dũng Tâm,Công ty Cổ phần đầu tư Dũng Tâm,Bên liên quan,1.331.926.000,11.388.312.463,,1331926000.0,11388312463.0
Nhận tiến hợp tác đầu tư,Nhận tiến hợp tác đầu tư,Nhận tiến hợp tác đầu tư,,-,10.000.000.000,,,10000000000.0
Chi phí hợp tác đầu tư,Chi phí hợp tác đầu tư,Chi phí hợp tác đầu tư,,1.003.750.000,975.750.000,,1003750000.0,975750000.0
Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,,164.088.000,293.090.463,,164088000.0,293090463.0
Tiền thu từ bán hàng và cung cấp dịch vụ,Tiền thu từ bán hàng và cung cấp dịch vụ,Tiền thu từ bán hàng và cung cấp dịch vụ,,164.088.000,119.472.000,,164088000.0,119472000.0
