row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
B- TÀI SẢN DÀI HẠN (Tiếp theo),B- TÀI SẢN DÀI HẠN (Tiếp theo),B- TÀI SẢN DÀI HẠN (Tiếp theo),B- TÀI SẢN DÀI HẠN (Tiếp theo),B- TÀI SẢN DÀI HẠN (Tiếp theo),B- TÀI SẢN DÀI HẠN (Tiếp theo),B- TÀI SẢN DÀI HẠN (Tiếp theo),,,,
III. Bất động sản đầu tư,B- TÀI SẢN DÀI HẠN (Tiếp theo) > III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,13,80.473.281.156,82.546.083.828,230.0,13.0,80473281156.0,82546083828.0
- Nguyên giá,B- TÀI SẢN DÀI HẠN (Tiếp theo) > - Nguyên giá,- Nguyên giá,231,,84.672.504.853,84.672.504.853,231.0,,84672504853.0,84672504853.0
- Giá trị hao mòn lũy kế,B- TÀI SẢN DÀI HẠN (Tiếp theo) > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(4.199.223.697),(2.126.421.025),232.0,,-4199223697.0,-2126421025.0
IV. Tài sản dở dang dài hạn,B- TÀI SẢN DÀI HẠN (Tiếp theo) > IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,14,28.511.715.277,145.344.672.017,240.0,14.0,28511715277.0,145344672017.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","B- TÀI SẢN DÀI HẠN (Tiếp theo) > 1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,9.826.030.450,6.688.075.213,241.0,,9826030450.0,6688075213.0
2. Chi phí xây dựng cơ bản dở dang,B- TÀI SẢN DÀI HẠN (Tiếp theo) > 2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,18.685.684.827,138.656.596.804,242.0,,18685684827.0,138656596804.0
V. Đầu tư tài chính dài hạn,B- TÀI SẢN DÀI HẠN (Tiếp theo) > V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,5,1.619.574.441.699,1.462.907.258.485,250.0,5.0,1619574441699.0,1462907258485.0
"1. Đầu tư vào Công ty liên doanh, liên kết","B- TÀI SẢN DÀI HẠN (Tiếp theo) > 1. Đầu tư vào Công ty liên doanh, liên kết","1. Đầu tư vào Công ty liên doanh, liên kết",252,,811.128.461.699,773.925.078.485,252.0,,811128461699.0,773925078485.0
2. Đầu tư góp vốn vào đơn vị khác,B- TÀI SẢN DÀI HẠN (Tiếp theo) > 2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,25.952.180.000,26.982.180.000,253.0,,25952180000.0,26982180000.0
3. Đầu tư nằm giữ đến ngày đáo hạn,B- TÀI SẢN DÀI HẠN (Tiếp theo) > 3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,255,,782.493.800.000,662.000.000.000,255.0,,782493800000.0,662000000000.0
VI. Tài sản dài hạn khác,B- TÀI SẢN DÀI HẠN (Tiếp theo) > VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,25.288.350.007,16.729.773.528,260.0,,25288350007.0,16729773528.0
1. Chi phí trả trước dài hạn,B- TÀI SẢN DÀI HẠN (Tiếp theo) > 1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,15,22.473.245.528,13.685.180.735,261.0,15.0,22473245528.0,13685180735.0
2. Tài sản thuế thu nhập hoãn lại,B- TÀI SẢN DÀI HẠN (Tiếp theo) > 2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,2.815.104.479,3.044.592.793,262.0,,2815104479.0,3044592793.0
VII. Lợi thế thương mại,B- TÀI SẢN DÀI HẠN (Tiếp theo) > VII. Lợi thế thương mại,VII. Lợi thế thương mại,269,16,159.586.054.547,187.702.147.224,269.0,16.0,159586054547.0,187702147224.0
TỔNG CỘNG TÀI SẢN (270=100+200),B- TÀI SẢN DÀI HẠN (Tiếp theo) > TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,5.197.291.797.193,4.899.488.796.024,270.0,,5197291797193.0,4899488796024.0
