row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
Đầu tư ngắn hạn khác,Đầu tư ngắn hạn khác,Đầu tư ngắn hạn khác,215.143.728,-,215.143.728,-,215143728.0,,215143728.0,
Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty mẹ,215.143.728,-,215.143.728,-,215143728.0,,215143728.0,
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,85.346.314.323,19.746.667.563,70.602.353.374,16.562.188.143,85346314323.0,19746667563.0,70602353374.0,16562188143.0
Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty mẹ,99.436.958,-,99.436.958,-,99436958.0,,99436958.0,
Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),23.560.044.867,5.463.974.382,17.130.543.719,6.224.166.930,23560044867.0,5463974382.0,17130543719.0,6224166930.0
Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),61.686.832.498,14.282.693.181,53.372.372.697,10.338.021.213,61686832498.0,14282693181.0,53372372697.0,10338021213.0
Phải thu khác,Phải thu khác,Phải thu khác,8.869.381.677,11.931.302,8.869.881.677,1.062.431.302,8869381677.0,11931302.0,8869881677.0,1062431302.0
Khách hàng của Công ty CP tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty CP tập đoàn F.I.T - Công ty mẹ,Khách hàng của Công ty CP tập đoàn F.I.T - Công ty mẹ,46.793.763,-,46.793.763,-,46793763.0,,46793763.0,
Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),3.500.000.000,-,3.500.000.000,1.050.000.000,3500000000.0,,3500000000.0,1050000000.0
Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),5.322.587.914,11.931.302,5.323.087.914,12.431.302,5322587914.0,11931302.0,5323087914.0,12431302.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,5.800.463.690,1.571.502.189,5.785.660.768,2.619.170.315,5800463690.0,1571502189.0,5785660768.0,2619170315.0
Khách hàng của Công ty VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty VTKT Nông nghiệp Cần Thơ (Hợp nhất),5.238.340.631,1.571.502.189,5.238.340.631,2.619.170.315,5238340631.0,1571502189.0,5238340631.0,2619170315.0
Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),562.123.059,-,547.320.137,-,562123059.0,,547320137.0,
Cộng,Cộng,Cộng,100.231.303.418,21.330.101.054,85.473.039.547,20.243.789.760,100231303418.0,21330101054.0,85473039547.0,20243789760.0
