row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Số cuối năm
Vốn điều lệ,Vốn điều lệ,Vốn điều lệ,2.547.302.470.000,-,-,2.547.302.470.000,2547302470000.0,,,2547302470000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,70.045.649.714,-,-,70.045.649.714,70045649714.0,,,70045649714.0
