row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,40.802.317.720,44.148.305.882,40802317720.0,44148305882.0
"Phải thu khách hàng, phải thu về cho vay và phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu về cho vay và phải thu khác","Phải thu khách hàng, phải thu về cho vay và phải thu khác",331.088.178.319,309.077.988.740,331088178319.0,309077988740.0
Đầu tư tài chính ngắn hạn,Tài sản tài chính > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,1.716.310.819.947,1.642.018.203.026,1716310819947.0,1642018203026.0
Đầu tư tài chính dài hạn,Tài sản tài chính > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,808.445.980.000,688.982.180.000,808445980000.0,688982180000.0
Tổng cộng,Tài sản tài chính > Tổng cộng,Tổng cộng,2.896.647.295.986,2.684.226.677.648,2896647295986.0,2684226677648.0
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,511.722.874.166,563.540.687.354,511722874166.0,563540687354.0
Phải trả người bán và phải trả khác,Công nợ tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,181.656.442.495,208.734.470.397,181656442495.0,208734470397.0
Chi phí phải trả,Công nợ tài chính > Chi phí phải trả,Chi phí phải trả,40.502.053.266,34.408.159.267,40502053266.0,34408159267.0
Tổng cộng,Công nợ tài chính > Tổng cộng,Tổng cộng,733.881.369.927,806.683.317.018,733881369927.0,806683317018.0
