row_label_raw,row_label_full,col_0,Mối quan hệ,Năm nay,numeric__Mối quan hệ,numeric__Năm nay
,,,Mối quan hệ,VND,,
Công ty Cổ phần Chứng khoán Đại Nam,Công ty Cổ phần Chứng khoán Đại Nam,Công ty Cổ phần Chứng khoán Đại Nam,Công ty liên kết,1.023.875.349.704,,1023875349704.0
Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,Doanh thu cung cấp cho bên liên quan,,2.564.640.619,,2564640619.0
Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,,501.534.246,,501534246.0
Sử dụng dịch vụ từ bên liên quan,Sử dụng dịch vụ từ bên liên quan,Sử dụng dịch vụ từ bên liên quan,,559.240.593,,559240593.0
Tiền thu lãi từ hợp đồng hợp tác đầu tư,Tiền thu lãi từ hợp đồng hợp tác đầu tư,Tiền thu lãi từ hợp đồng hợp tác đầu tư,,501.534.246,,501534246.0
Tiền góp vốn vào bên liên quan,Tiền góp vốn vào bên liên quan,Tiền góp vốn vào bên liên quan,,58.948.400.000,,58948400000.0
Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,,480.400.000.000,,480400000000.0
Thu tiền hợp tác đầu tư,Thu tiền hợp tác đầu tư,Thu tiền hợp tác đầu tư,,480.400.000.000,,480400000000.0
Công ty Cổ phần Today Cosmetics,Công ty Cổ phần Today Cosmetics,Công ty Cổ phần Today Cosmetics,Bên liên quan,1.660.096.383,,1660096383.0
Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,Lãi từ hợp đồng hợp tác đầu tư,,878.487.219,,878487219.0
Tiền thu lãi từ hợp đồng hợp tác đầu tư,Tiền thu lãi từ hợp đồng hợp tác đầu tư,Tiền thu lãi từ hợp đồng hợp tác đầu tư,,781.609.164,,781609164.0
