row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > Số cuối năm VND,Giá trị còn lại của tài sản bộ phận > Số đầu năm VND,"Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm nay VND","Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm trước VND",numeric__Giá trị còn lại của tài sản bộ phận > Số cuối năm VND,numeric__Giá trị còn lại của tài sản bộ phận > Số đầu năm VND,"numeric__Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm nay VND","numeric__Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm trước VND"
"Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư",119.445.749.002,123.496.633.517,195.850.944,111.857.970.520,119445749002.0,123496633517.0,195850944.0,111857970520.0
"Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng",242.427.118.512,241.361.273.332,20.195.542.963,102.126.708.467,242427118512.0,241361273332.0,20195542963.0,102126708467.0
"Lĩnh vực sản xuất, kinh doanh dược phẩm và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh dược phẩm và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh dược phẩm và thiết bị y tế",432.983.935.873,275.193.872.910,194.929.831.765,292.196.112.871,432983935873.0,275193872910.0,194929831765.0,292196112871.0
,,,794.856.803.387,640.051.779.759,215.321.225.672,506.180.791.858,794856803387.0,640051779759.0,215321225672.0,506180791858.0
