row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý (*),Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý (*),numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý (*),numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý (*)
,,,VND,VND,VND,VND,VND,VND,,,,,,
c) Đầu tư tài chính dài hạn,c) Đầu tư tài chính dài hạn,c) Đầu tư tài chính dài hạn,872.706.215.673,-,811.128.461.699,814.787.815.673,-,773.925.078.485,872706215673.0,,811128461699.0,814787815673.0,,773925078485.0
c1) Đầu tư vào công ty liên kết,c1) Đầu tư vào công ty liên kết,c1) Đầu tư vào công ty liên kết,846.754.035.673,-,811.128.461.699,787.805.635.673,-,773.925.078.485,846754035673.0,,811128461699.0,787805635673.0,,773925078485.0
Công ty CP FIT Cosmetics,Công ty CP FIT Cosmetics,Công ty CP FIT Cosmetics,423.224.780.000,-,387.711.728.986,423.224.780.000,-,411.313.058.833,423224780000.0,,387711728986.0,423224780000.0,,411313058833.0
Công ty CP Nước khoáng Khánh Hòa - FIT Beverage,Công ty CP Nước khoáng Khánh Hòa - FIT Beverage,Công ty CP Nước khoáng Khánh Hòa - FIT Beverage,364.580.855.673,-,363.604.177.583,364.580.855.673,-,362.612.019.652,364580855673.0,,363604177583.0,364580855673.0,,362612019652.0
Công ty Cổ phần Chứng khoán Đại Nam,Công ty Cổ phần Chứng khoán Đại Nam,Công ty Cổ phần Chứng khoán Đại Nam,58.948.400.000,-,59.812.555.130,-,-,-,58948400000.0,,59812555130.0,,,
c2) Đầu tư góp vốn vào đơn vị khác,c2) Đầu tư góp vốn vào đơn vị khác,c2) Đầu tư góp vốn vào đơn vị khác,25.952.180.000,-,,26.982.180.000,-,,25952180000.0,,,26982180000.0,,
Công ty CP Thương mại và Phát triển Nông Nghiệp VP,Công ty CP Thương mại và Phát triển Nông Nghiệp VP,Công ty CP Thương mại và Phát triển Nông Nghiệp VP,23.680.000.000,-,,23.680.000.000,-,,23680000000.0,,,23680000000.0,,
Công ty CP Đầu tư Phát triển Ngô Việt Nam,Công ty CP Đầu tư Phát triển Ngô Việt Nam,Công ty CP Đầu tư Phát triển Ngô Việt Nam,2.272.180.000,-,,3.302.180.000,-,,2272180000.0,,,3302180000.0,,
