row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGÂN HẠN,A - TÀI SẢN NGÂN HẠN,A - TÀI SẢN NGÂN HẠN,100,,2.568.442.932.276,2.421.819.120.570,100.0,,2568442932276.0,2421819120570.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,40.802.317.720,44.148.305.882,110.0,4.0,40802317720.0,44148305882.0
1. Tiền,1. Tiền,1. Tiền,111,,40.002.317.720,44.148.305.882,111.0,,40002317720.0,44148305882.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,800.000.000,-,112.0,,800000000.0,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,1.716.310.819.947,1.642.018.203.026,120.0,5.0,1716310819947.0,1642018203026.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,225.688.745.464,173.780.426.948,121.0,,225688745464.0,173780426948.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(13.233.988.019),-,122.0,,-13233988019.0,
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,1.503.856.062.502,1.468.237.776.078,123.0,,1503856062502.0,1468237776078.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,397.735.300.508,363.902.255.542,130.0,,397735300508.0,363902255542.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,327.923.813.913,290.225.501.025,131.0,6.0,327923813913.0,290225501025.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,61.914.630.044,73.318.845.984,132.0,7.0,61914630044.0,73318845984.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,86.460.492.470,65.487.140.179,136.0,8.0,86460492470.0,65487140179.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(78.901.202.364),(65.229.249.787),137.0,9.0,-78901202364.0,-65229249787.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,337.566.445,100.018.141,139.0,,337566445.0,100018141.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,373.263.150.528,333.005.642.039,140.0,10.0,373263150528.0,333005642039.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,386.584.366.332,350.739.513.900,141.0,,386584366332.0,350739513900.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(13.321.215.804),(17.733.871.861),149.0,,-13321215804.0,-17733871861.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,40.331.343.573,38.744.714.081,150.0,,40331343573.0,38744714081.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,15,4.296.518.669,5.804.520.504,151.0,15.0,4296518669.0,5804520504.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,32.940.153.301,31.204.091.073,152.0,,32940153301.0,31204091073.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,18,3.094.671.603,1.736.102.504,153.0,18.0,3094671603.0,1736102504.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,2.628.848.864.917,2.477.669.675.454,200.0,,2628848864917.0,2477669675454.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.031.500.000,24.934.044.441,210.0,,1031500000.0,24934044441.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,6,-,18.949.699.326,211.0,6.0,,18949699326.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,8,1.031.500.000,5.984.345.115,216.0,8.0,1031500000.0,5984345115.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,714.383.522.231,557.505.695.931,220.0,,714383522231.0,557505695931.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,523.670.853.483,364.097.989.906,221.0,11.0,523670853483.0,364097989906.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.113.989.879.905,902.265.619.048,222.0,,1113989879905.0,902265619048.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(590.319.026.422),(538.167.629.142),223.0,,-590319026422.0,-538167629142.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,12,190.712.668.748,193.407.706.025,227.0,12.0,190712668748.0,193407706025.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,199.214.216.361,200.086.496.135,228.0,,199214216361.0,200086496135.0
