row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,6.813.417.318.962,4.856.894.249.743,6813417318962.0,4856894249743.0
Thuế tính theo thuế suất của Tổng Công ty,Thuế tính theo thuế suất của Tổng Công ty,Thuế tính theo thuế suất của Tổng Công ty,1.362.683.463.792,971.378.849.949,1362683463792.0,971378849949.0
Ảnh hưởng của các mức thuế suất khác áp dụngđối với các công ty con,Ảnh hưởng của các mức thuế suất khác áp dụngđối với các công ty con,Ảnh hưởng của các mức thuế suất khác áp dụngđối với các công ty con,(15.744.373.190),(17.181.519.843),-15744373190.0,-17181519843.0
Ưu đãi thuế,Ưu đãi thuế,Ưu đãi thuế,(10.322.653.997),(18.021.034.836),-10322653997.0,-18021034836.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(65.144.311.495),(34.864.739.694),-65144311495.0,-34864739694.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,34.123.076.905,23.429.988.289,34123076905.0,23429988289.0
Thay đổi trong tài sản thuế thu nhập hoãn lạikhông được ghi nhận,Thay đổi trong tài sản thuế thu nhập hoãn lạikhông được ghi nhận,Thay đổi trong tài sản thuế thu nhập hoãn lạikhông được ghi nhận,7.004.440.892,139.884.457,7004440892.0,139884457.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,-,(994.142),,-994142.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,2.947.281.538,952.484.704,2947281538.0,952484704.0
Các khoản khác,Các khoản khác,Các khoản khác,(1.927.582.767),1.755.783.621,-1927582767.0,1755783621.0
,,,1.313.619.341.678,927.588.702.505,1313619341678.0,927588702505.0
