row_label_raw,row_label_full,col_0,1/1/2022 VND,Incurred VND,Paid VND,Net-off VND,Reclassified to taxes receivable VND,31/12/2022 VND,numeric__1/1/2022 VND,numeric__Incurred VND,numeric__Paid VND,numeric__Net-off VND,numeric__Reclassified to taxes receivable VND,numeric__31/12/2022 VND
Special sales tax,Special sales tax,Special sales tax,"887,453,269,578","9,331,436,065,558","(9,210,238,225,017)",-,-,"1,008,651,110,119",,,,,,
Corporate income tax,Corporate income tax,Corporate income tax,"356,189,433,973","1,323,982,218,726","(1,329,727,378,601)","(2,057,493,444)","786,879,794","349,173,660,448",,,,,,
Value added tax,Value added tax,Value added tax,"139,325,507,868","16,560,765,224,056","(2,005,793,927,020)","(14,454,496,566,164)",-,"239,800,238,740",,,,,,
Personal income tax,Personal income tax,Personal income tax,"27,667,407,478","97,580,257,908","(109,910,214,423)","(869,789,150)","640,448,151","15,108,109,964",,,,,,
Import-export tax,Import-export tax,Import-export tax,-,"2,830,076,210","(2,830,076,210)",-,-,-,,,,,,
Other taxes,Other taxes,Other taxes,"6,338,943,230","253,103,946,366","(246,559,626,021)","(4,598,325,889)",-,"8,284,937,686",,,,,,
,,,"1,416,974,562,127","27,569,697,788,824","(12,905,059,447,292)","(14,462,022,174,647)","1,427,327,945","1,621,018,056,957",,,,,,
