row_label_raw,row_label_full,col_0,Investment propertyheld to earn rental,Investment propertyheld to earn rental_1,Investment propertyheld for capitalappreciation,Investment propertyheld for capitalappreciation_1,numeric__Investment propertyheld to earn rental,numeric__Investment propertyheld to earn rental_1,numeric__Investment propertyheld for capitalappreciation,numeric__Investment propertyheld for capitalappreciation_1
,,,Land userightsVND,Buildings andstructuresVND,Land userightsVND,TotalVND,,,,
Cost,Cost,Cost,Cost,Cost,Cost,Cost,,,,
Opening balance,Opening balance,Opening balance,"27,812,438,744","26,354,235,602","13,511,310,895","67,677,985,241",,,,
Transfer from construction in progress,Transfer from construction in progress,Transfer from construction in progress,-,"111,615,730,291",-,"111,615,730,291",,,,
Reclassify from tangible fixed assets,Reclassify from tangible fixed assets,Reclassify from tangible fixed assets,-,"3,642,135,452",-,"3,642,135,452",,,,
Closing balance,Closing balance,Closing balance,"27,812,438,744","141,612,101,345","13,511,310,895","182,935,850,984",,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,,,,
Opening balance,Opening balance,Opening balance,"9,115,510,786","14,141,313,695","3,150,911,918","26,407,736,399",,,,
Charge for the year,Charge for the year,Charge for the year,"604,618,256","2,017,689,760",-,"2,622,308,016",,,,
Reclassify from tangible fixed assets,Reclassify from tangible fixed assets,Reclassify from tangible fixed assets,-,"776,819,559",-,"776,819,559",,,,
Closing balance,Closing balance,Closing balance,"9,720,129,042","16,935,823,014","3,150,911,918","29,806,863,974",,,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,,
Opening balance,Opening balance,Opening balance,"18,696,927,958","12,212,921,907","10,360,398,977","41,270,248,842",,,,
Closing balance,Closing balance,Closing balance,"18,092,309,702","124,676,278,331","10,360,398,977","153,128,987,010",,,,
