row_label_raw,row_label_full,col_0,1/1/2022Giá trị ghi sổ/Số có khả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2022Giá trị ghi sổ/Số có khả năng trả nợVND,numeric__1/1/2022Giá trị ghi sổ/Số có khả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2022Giá trị ghi sổ/Số có khả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,313.076.838.774,3.145.041.058.122,(2.823.135.222.244),634.982.674.652,313076838774.0,3145041058122.0,-2823135222244.0,634982674652.0
Vay dài hạn đến hạn trả (Thuyết minh 22(b)),Vay dài hạn đến hạn trả (Thuyết minh 22(b)),Vay dài hạn đến hạn trả (Thuyết minh 22(b)),7.597.790.000,22.474.940.583,(7.597.790.000),22.474.940.583,7597790000.0,22474940583.0,-7597790000.0,22474940583.0
Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh (22(b))),Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh (22(b))),Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh (22(b))),1.071.743.198,16.197.987.708,(16.101.530.820),1.168.200.086,1071743198.0,16197987708.0,-16101530820.0,1168200086.0
,,,321.746.371.972,3.183.713.986.413,(2.846.834.543.064),658.625.815.321,321746371972.0,3183713986413.0,-2846834543064.0,658625815321.0
