row_label_raw,row_label_full,Tiền thu từ đi vay,33,col_2,3.279.890.701.619,2.984.178.514.935,numeric__33,numeric__col_2,numeric__3.279.890.701.619,numeric__2.984.178.514.935
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,,(2.908.733.012.244),(3.301.893.636.020),34.0,,-2908733012244.0,-3301893636020.0
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,,(2.418.865.072.091),(1.096.306.570.171),36.0,,-2418865072091.0,-1096306570171.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(2.047.707.382.716),(1.414.021.691.256),40.0,,-2047707382716.0,-1414021691256.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,463.041.793.433,880.481.528.803,50.0,,463041793433.0,880481528803.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,3.606.454.403.209,2.726.137.088.387,60.0,,3606454403209.0,2726137088387.0
Ảnh hưởng thay đổi tỷ giá quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng thay đổi tỷ giá quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng thay đổi tỷ giá quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,61,,(32.036.000),(164.213.981),61.0,,-32036000.0,-164213981.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,5,4.069.464.160.642,3.606.454.403.209,70.0,5.0,4069464160642.0,3606454403209.0
