row_label_raw,row_label_full,Company name,31/12/2022 > Equity accounted VND,31/12/2022 > Fair value VND,31/12/2022 > Allowance VND,1/1/2022 > Equity accounted VND,1/1/2022 > Fair value VND,1/1/2022 > Allowance VND,numeric__31/12/2022 > Equity accounted VND,numeric__31/12/2022 > Fair value VND,numeric__31/12/2022 > Allowance VND,numeric__1/1/2022 > Equity accounted VND,numeric__1/1/2022 > Fair value VND,numeric__1/1/2022 > Allowance VND
Truong Sa Food - Food Business Joint Stock Company,Truong Sa Food - Food Business Joint Stock Company,Truong Sa Food - Food Business Joint Stock Company,"4,877,957,385",(*),"(4,877,957,381)","4,877,957,381",(*),"(4,877,957,381)",,,,,,
Thanh Nam Consultant Investment - Engineering and Technology Transfer Joint Stock Company,Thanh Nam Consultant Investment - Engineering and Technology Transfer Joint Stock Company,Thanh Nam Consultant Investment - Engineering and Technology Transfer Joint Stock Company,"329,653,546",(*),-,"329,653,546",(*),-,,,,,,
Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,"68,198,352,285","71,094,240,000",-,"75,220,306,437","78,288,300,000",-,,,,,,
Mechanical and Industrial Construction Joint Stock Company,Mechanical and Industrial Construction Joint Stock Company,Mechanical and Industrial Construction Joint Stock Company,"6,863,792,917",(*),-,"6,863,792,917",(*),-,,,,,,
Saigon Tay Do Beer - Beverage Joint Stock Company,Saigon Tay Do Beer - Beverage Joint Stock Company,Saigon Tay Do Beer - Beverage Joint Stock Company,"97,657,207,690",(*),-,"102,909,001,175",(*),-,,,,,,
Me Linh Point Limited,Me Linh Point Limited,Me Linh Point Limited,"115,508,698,730",(*),-,"148,317,898,412",(*),-,,,,,,
Crown Beverage Cans Saigon Limited,Crown Beverage Cans Saigon Limited,Crown Beverage Cans Saigon Limited,"583,115,732,032",(*),-,"399,664,328,265",(*),-,,,,,,
Malaya - Vietnam Glass Limited,Malaya - Vietnam Glass Limited,Malaya - Vietnam Glass Limited,"337,365,757,373",(*),-,"298,120,109,369",(*),-,,,,,,
San Miguel Yamamura Phu Tho Packaging Company Limited,San Miguel Yamamura Phu Tho Packaging Company Limited,San Miguel Yamamura Phu Tho Packaging Company Limited,"60,017,545,712",(*),-,"62,864,180,949",(*),-,,,,,,
Vietnam Spirits and Wine Ltd,Vietnam Spirits and Wine Ltd,Vietnam Spirits and Wine Ltd,"37,827,987,750",(*),-,"29,620,590,750",(*),-,,,,,,
Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,"445,504,575,352",(*),-,"454,830,093,909",(*),-,,,,,,
Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,"196,057,912,124","429,954,315,350",-,"179,682,165,759","413,026,980,100",-,,,,,,
Tan Thanh Investment Trading Company Limited,Tan Thanh Investment Trading Company Limited,Tan Thanh Investment Trading Company Limited,"70,829,555,721",(*),"(70,829,555,721)","70,829,555,721",(*),"(70,829,555,721)",,,,,,
Saigon - Baclieu Beer Joint Stock Company,Saigon - Baclieu Beer Joint Stock Company,Saigon - Baclieu Beer Joint Stock Company,"39,038,793,663","23,575,552,000",-,"37,721,306,901","25,956,365,217",-,,,,,,
Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,"50,022,757,187",(*),-,"53,210,068,735",(*),-,,,,,,
Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,"288,988,004",(*),-,"11,524,000,597",(*),-,,,,,,
Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,"47,826,134,802",(*),-,"47,835,118,934",(*),-,,,,,,
Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,"26,498,553,192",(*),-,"25,651,475,862",(*),-,,,,,,
,,,"2,187,829,955,465",,"(75,707,513,102)","2,010,071,605,619",,"(75,707,513,102)",,,,,,
