row_label_raw,row_label_full,col_0,Unit,31/12/2022,1/1/2022,numeric__Unit,numeric__31/12/2022,numeric__1/1/2022
Beers,Beers,Beers,box/crate,"4,320,242","2,591,718",,,
Beverages,Beers > Beverages,Beverages,box/crate,"167,896","176,538",,167.896,176.538
Plastic crates,Beers > Plastic crates,Plastic crates,piece,"29,805","14,950",,29.805,14.95
