row_label_raw,row_label_full,col_0,Code,Note,31/12/2022 VND,1/1/2022 VND,numeric__Code,numeric__Note,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"7,604,851,042,093","7,609,991,050,161",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"37,720,028,871","12,640,850,386",210.0,,,
Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,211,,"5,948,610,516","5,973,013,018",211.0,,,
Loans receivable – long-term,Loans receivable – long-term,Loans receivable – long-term,215,,-,"4,000,000,000",215.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,8(b),"46,171,128,871","41,960,830,291",216.0,,,
Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,219,9(b),"(14,399,710,516)","(39,292,992,923)",219.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"4,454,982,147,731","4,401,799,818,086",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,12,"3,368,981,633,235","3,301,127,455,616",221.0,12.0,,
Cost,Cost,Cost,222,,"11,440,080,558,923","10,847,023,021,517",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(8,071,098,925,688)","(7,545,895,565,901)",223.0,,,
Finance lease tangible fixed assets,Finance lease tangible fixed assets,Finance lease tangible fixed assets,224,13,"162,261,801,964","167,492,355,505",224.0,13.0,,
Cost,Cost,Cost,225,,"173,582,726,065","173,582,726,065",225.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,226,,"(11,320,924,101)","(6,090,370,560)",226.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,14,"923,738,712,532","933,180,006,965",227.0,14.0,,
Cost,Cost,Cost,228,,"1,104,146,819,271","1,102,972,910,981",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(180,408,106,739)","(169,792,904,016)",229.0,,,
Investment properties,Investment properties,Investment properties,230,15,"153,128,987,010","41,270,248,842",230.0,15.0,,
Cost,Cost,Cost,231,,"182,935,850,984","67,677,985,241",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(29,806,863,974)","(26,407,736,399)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"133,548,179,000","551,470,893,844",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,16,"133,548,179,000","551,470,893,844",242.0,16.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"2,214,115,381,757","2,125,162,874,416",250.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,6(c),"2,187,829,955,465","2,010,071,605,619",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,6(c),"434,314,271,916","434,314,271,916",253.0,,,
Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,254,6(c),"(410,128,845,624)","(409,691,883,024)",254.0,,,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,255,6(b),"2,100,000,000","90,468,879,905",255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"611,356,317,724","477,646,364,587",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,11(b),"383,451,267,863","263,131,483,984",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,17,"208,458,818,061","194,842,028,699",262.0,17.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,10(b),"19,446,231,800","19,672,851,904",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"34,465,075,615,756","30,487,024,372,425",270.0,,,
