row_label_raw,row_label_full,col_0,Thuế suất,31/12/2022 VND,1/1/2022 VND,numeric__Thuế suất,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,56.440.548.637,61.118.473.962,0.2,56440548637.0,61118473962.0
▪ Chi phí phải trả và các khoản dự phòng,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Chi phí phải trả và các khoản dự phòng,▪ Chi phí phải trả và các khoản dự phòng,20%,82.836.932.862,59.220.758.752,0.2,82836932862.0,59220758752.0
▪ Lãi chưa thực hiện,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lãi chưa thực hiện,▪ Lãi chưa thực hiện,20%,40.671.418.069,47.008.025.218,0.2,40671418069.0,47008025218.0
"▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn","Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn","▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn",20%,24.150.582.076,23.888.046.052,0.2,24150582076.0,23888046052.0
▪ Dự phòng phải thu khó đòi,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng phải thu khó đòi,▪ Dự phòng phải thu khó đòi,20%,1.672.286.338,2.399.303.451,0.2,1672286338.0,2399303451.0
▪ Các khoản khác,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Các khoản khác,▪ Các khoản khác,20%,2.687.050.079,1.207.421.264,0.2,2687050079.0,1207421264.0
Tổng tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,208.458.818.061,194.842.028.699,,208458818061.0,194842028699.0
Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,34.353.293.866,29.998.637.331,0.2,34353293866.0,29998637331.0
▪ Công cụ và dụng cụ,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Công cụ và dụng cụ,▪ Công cụ và dụng cụ,20%,2.203.943.655,2.894.887.862,0.2,2203943655.0,2894887862.0
▪ Chi phí phải trả và các khoản khác,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Chi phí phải trả và các khoản khác,▪ Chi phí phải trả và các khoản khác,20%,-,409.800.014,0.2,,409800014.0
Tổng thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,,36.557.237.521,33.303.325.207,,36557237521.0,33303325207.0
