row_label_raw,row_label_full,col_0,Tăng/(Giảm)số điểm cơ bản,Ảnh hưởng đến lợiabupaten trước thuế,numeric__Tăng/(Giảm)số điểm cơ bản,numeric__Ảnh hưởng đến lợiabupaten trước thuế
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,,
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015 > VND,VND,+200,(31.639.248.574),200.0,-31639248574.0
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015 > VND,VND,-200,31.639.248.574,-200.0,31639248574.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,,
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014 > VND,VND,+200,(32.693.313.700),200.0,-32693313700.0
VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014 > VND,VND,-200,32.693.313.700,-200.0,32693313700.0
