row_label_raw,row_label_full,STT,Tên công ty,Nơi thành lập,31/12/2015,31/12/2015_1,31/12/2014,31/12/2014_1,Hoạt động chính,numeric__Tên công ty,numeric__Nơi thành lập,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2014,numeric__31/12/2014_1,numeric__Hoạt động chính
STT,STT,STT,Tên công ty,Nơi thành lập,Tỷ lệ sở hữu (%),Tỷ lệ biểu quyết (%),Tỷ lệ sở hữu (%),Tỷ lệ biểu quyết (%),Hoạt động chính,,,,,,,
1,STT > 1,1,Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,Hải Dương,"55,53","55,53","66,73","66,73",Kinh doanh khách sạn,,,55.53,55.53,66.73,66.73,
2,STT > 2,2,Công ty Cổ phần Đầu tư Đại Dương Thắng Long,Hà Nội,"94,00","99,99","83,57","86,90","Xây dựng, kinh doanh bắt động sản",,,94.0,99.99,83.57,86.9,
3,STT > 3,3,Công ty Cổ phần Đầu tư THT Việt Nam,Hà Nội,"67,78","70,00","68,34","70,00",Xây dựng,,,67.78,70.0,68.34,70.0,
4,STT > 4,4,Công ty Cổ phần Phải triển Tài nguyên thiên nhiên Đại Dương,Hà Nội,"69,00","69,00","69,00","69,00","Trồng rừng và chấm sóc rừng, khai thác gỗ, sản xuất đồ gỗ",,,69.0,69.0,69.0,69.0,
5,STT > 5,5,Công ty Cổ phần Sản giao dịch hàng hóa INFO,Hà Nội,"85,00","85,00","85,00","85,00",Sản giao dịch hàng hóa,,,85.0,85.0,85.0,85.0,
6,STT > 6,6,Công ty TNHIII Đầu tư Kinh doanh Bất động sản TKD Việt Nam,Hà Nội,"98,70","98,70","98,70","98,70",Kinh doanh bắt động sản,,,98.7,98.7,98.7,98.7,
7,7,7,Công ty Cổ phần Công nghệ Xở số Đại Dương,Hà Nội,,,Chưa thực hiện góp vốn,Chưa thực hiện góp vốn,,,,,,,,
