row_label_raw,row_label_full,1. Doanh thu bán hàng và cung cấp dịch vụ,01,2.949.999.371.966,numeric__01,numeric__2.949.999.371.966
2. Doanh thu thuần về bán hàng và cung cấp dịch vụ,2. Doanh thu thuần về bán hàng và cung cấp dịch vụ,2. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,2.914.793.998.370,10.0,2914793998370.0
3. Giá vốn hàng bán và dịch vụ cung cấp,3. Giá vốn hàng bán và dịch vụ cung cấp,3. Giá vốn hàng bán và dịch vụ cung cấp,11,2.308.480.365.835,11.0,2308480365835.0
4. Doanh thu hoạt động tài chính,4. Doanh thu hoạt động tài chính,4. Doanh thu hoạt động tài chính,21,1.165.000.634.708,21.0,1165000634708.0
5. (Lỗ) sau thuế thu nhập doanh nghiệp,5. (Lỗ) sau thuế thu nhập doanh nghiệp,5. (Lỗ) sau thuế thu nhập doanh nghiệp,60,(2.547.914.892.298),60.0,-2547914892298.0
6. Lợi ích của cổ đông Công ty mẹ,6. Lợi ích của cổ đông Công ty mẹ,6. Lợi ích của cổ đông Công ty mẹ,62,(2.211.250.268.717),62.0,-2211250268717.0
