row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2014,31/12/2014_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2014,numeric__31/12/2014_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,a. Chứng khoán kinh doanh,146.517.527.759,(33.786.169.359),146.517.527.759,(32.273.359.359),146517527759.0,-33786169359.0,146517527759.0,-32273359359.0
Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (i),Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (i),Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (i),50.427.000.000,(33.786.090.000),50.427.000.000,(32.273.280.000),50427000000.0,-33786090000.0,50427000000.0,-32273280000.0
Công ty Cổ phần Tài chính và Dầu tư Gia Phát (ii),Công ty Cổ phần Tài chính và Dầu tư Gia Phát (ii),Công ty Cổ phần Tài chính và Dầu tư Gia Phát (ii),50.000.000.000,-,50.000.000.000,-,50000000000.0,,50000000000.0,
Công ty Cổ phần Fafilm Việt Nam (i) (iii),Công ty Cổ phần Fafilm Việt Nam (i) (iii),Công ty Cổ phần Fafilm Việt Nam (i) (iii),39.897.130.200,-,39.897.130.200,-,39897130200.0,,39897130200.0,
Công ty Cổ phần Fafilm thành phố Hồ Chí Minh (i),Công ty Cổ phần Fafilm thành phố Hồ Chí Minh (i),Công ty Cổ phần Fafilm thành phố Hồ Chí Minh (i),3.571.425.000,-,3.571.425.000,-,3571425000.0,,3571425000.0,
Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu Xây dựng (iv),Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu Xây dựng (iv),Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu Xây dựng (iv),2.621.800.000,-,2.621.800.000,-,2621800000.0,,2621800000.0,
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,172.559,(79.359),172.559,(79.359),172559.0,-79359.0,172559.0,-79359.0
b. Đầu tư năm giữ đến ngày đáo hạn,b. Đầu tư năm giữ đến ngày đáo hạn,b. Đầu tư năm giữ đến ngày đáo hạn,4.440.555.556,-,40.440.555.556,-,4440555556.0,,40440555556.0,
