row_label_raw,row_label_full,STI,Tên công ty,Nơi thành lập,Tỷ lệ phần sở hữu (%),Tỷ lệ quyền biểu quyết nằm giữ (%),Hoạt động chính,numeric__Tên công ty,numeric__Nơi thành lập,numeric__Tỷ lệ phần sở hữu (%),numeric__Tỷ lệ quyền biểu quyết nằm giữ (%),numeric__Hoạt động chính
1,1,1,Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (*),Hải Dương,"55,53","55,53",Kinh doanh khách sạn,,,55.53,55.53,
2,2,2,Công ty Cổ phần Đầu tư Đại Dương Thắng Long (**),Hà Nội,"94,00","99,99","Xây dựng, kinh doanh bất động sản",,,94.0,99.99,
3,3,3,Công ty Cổ phần Đầu tư THT Việt Nam (***),Hà Nội,"67,78","70,00",Xây dựng,,,67.78,70.0,
4,4,4,Công ty Cổ phần Phát triển Tài nguyên thiên nhiên Đại Dương,Hà Nội,"69,00","69,00","Trồng rừng và chăm sóc rừng, khai thác gỗ",,,69.0,69.0,
5,5,5,Công ty Cổ phần Sản giao dịch hàng hóa INFO,Hà Nội,"85,00","85,00",Sản giao dịch hàng hóa,,,85.0,85.0,
6,6,6,Công ty TNHH Đầu tư Kinh doanh Bất động sản TKD Việt Nam (****),Hà Nội,"98,70","98,70",Kinh doanh bất động sản,,,98.7,98.7,
7,7,7,Công ty Cổ phần Công nghệ Xố số Đại Dương,Hà Nội,,Chưa thực hiện góp vốn đầu tư,,,,,,
