row_label_raw,row_label_full,Tên chỉ tiêu,Mã số,31/12/2014,numeric__Mã số,numeric__31/12/2014
II. Vốn chủ sở hữu,II. Vốn chủ sở hữu,II. Vốn chủ sở hữu,II. Vốn chủ sở hữu,II. Vốn chủ sở hữu,,
1. Vốn góp của chủ sở hữu,II. Vốn chủ sở hữu > 1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,3.000.000.000.000 Đổi tên,411.0,
2. Quỹ đầu tư phát triển,II. Vốn chủ sở hữu > 2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,418,"107.218.163.881 Trình bày lại, đổi tên vàđổi mã số",418.0,
3. Không có chỉ tiêu tương ứng,3. Không có chỉ tiêu tương ứng,3. Không có chỉ tiêu tương ứng,,Không có chỉ tiêu tương ứng,,
4. Quỹ khác thuộc vốn chủ sở hữu,3. Không có chỉ tiêu tương ứng > 4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,15.054.366.859 Trình bày lại và đổi mã số,420.0,
5. (Lỗ) lũy kế,3. Không có chỉ tiêu tương ứng > 5. (Lỗ) lũy kế,5. (Lỗ) lũy kế,421,(2.461.021.613.878) Trình bày lại và đổi mã số,421.0,
6. Lợi ích cổ đông không kiểm soát,3. Không có chỉ tiêu tương ứng > 6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,429,"642.368.992.815 Trình bày lại, đổi tên và",429.0,
