row_label_raw,row_label_full,col_0,2015,2014,numeric__2015,numeric__2014
,,,VND,VND,,
"Nguyên liệu, vất liệu","Nguyên liệu, vất liệu","Nguyên liệu, vất liệu",201.993.924.573,125.343.334.790,201993924573.0,125343334790.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,202.977.639.991,315.708.608.390,202977639991.0,315708608390.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,67.656.727.973,80.093.366.778,67656727973.0,80093366778.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,99.195.650.162,201.086.867.863,99195650162.0,201086867863.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,961.959.749.287,1.658.595.789.769,961959749287.0,1658595789769.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,34.818.187.232,81.097.642.309,34818187232.0,81097642309.0
Chi phí khác,Chi phí khác,Chi phí khác,55.119.739.084,982.942.592.397,55119739084.0,982942592397.0
,,,1.623.721.618.302,3.444.868.202.296,1623721618302.0,3444868202296.0
