row_label_raw,row_label_full,1. Vốn góp của chủ sở hữu,411,3.000.000.000.000,3.000.000.000.000_1,numeric__411,numeric__3.000.000.000.000,numeric__3.000.000.000.000_1
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
2. Vốn khác của chủ sở hữu,2. Vốn khác của chủ sở hữu,2. Vốn khác của chủ sở hữu,414,1.286.825.482,1.286.825.482,414.0,1286825482.0,1286825482.0
3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,3. Cổ phiếu quỹ,415,(10.000),(10.000),415.0,-10000.0,-10000.0
4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,108.373.203.002,107.218.163.881,418.0,108373203002.0,107218163881.0
5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,420,14.345.072.839,15.054.366.859,420.0,14345072839.0,15054366859.0
6. (Lỗ) lũy kế,6. (Lỗ) lũy kế,6. (Lỗ) lũy kế,421,(1.780.182.221.203),(2.461.021.613.878),421.0,-1780182221203.0,-2461021613878.0
- (Lỗ) lũy kế đến cuối năm trước,- (Lỗ) lũy kế đến cuối năm trước,- (Lỗ) lũy kế đến cuối năm trước,421a,(2.401.444.291.902),(54.441.378.866),,-2401444291902.0,-54441378866.0
- Lợi nhuận sau thuế chưa phân phối/(Lỗ) năm nay,- Lợi nhuận sau thuế chưa phân phối/(Lỗ) năm nay,- Lợi nhuận sau thuế chưa phân phối/(Lỗ) năm nay,421b,621.262.070.699,(2.406.580.235.012),,621262070699.0,-2406580235012.0
7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,429,694.455.945.019,642.368.992.815,429.0,694455945019.0,642368992815.0
