row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014(Trình bày lại),numeric__31/12/2015,numeric__31/12/2014(Trình bày lại)
,,,VND,VND,,
Công ty Cổ phần Robot Tosy,Công ty Cổ phần Robot Tosy,Công ty Cổ phần Robot Tosy,28.283.010.000,28.283.010.000,28283010000.0,28283010000.0
Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,20.635.963.722,18.528.563.680,20635963722.0,18528563680.0
Công ty Cổ phần Đầu tư xây dựng và Kinh doanh nhà,Công ty Cổ phần Đầu tư xây dựng và Kinh doanh nhà,Công ty Cổ phần Đầu tư xây dựng và Kinh doanh nhà,12.015.448.545,12.015.448.545,12015448545.0,12015448545.0
Công ty Cổ phần Sản xuất và Thương mại Thái Hà,Công ty Cổ phần Sản xuất và Thương mại Thái Hà,Công ty Cổ phần Sản xuất và Thương mại Thái Hà,27.243.362,30.970.728.506,27243362.0,30970728506.0
Công ty Cổ phần Bắc Hải Việt Nam,Công ty Cổ phần Bắc Hải Việt Nam,Công ty Cổ phần Bắc Hải Việt Nam,-,30.943.485.144,,30943485144.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,152.437.885.293,142.565.312.590,152437885293.0,142565312590.0
,,,213.399.550.922,263.306.548.465,213399550922.0,263306548465.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Phải thu khách hàng từ các bên liên quan(Số dư chủ yếu với các bên liên quan được trình bày tạiThuyết minh số 43 ),Trong đó > Phải thu khách hàng từ các bên liên quan(Số dư chủ yếu với các bên liên quan được trình bày tạiThuyết minh số 43 ),Phải thu khách hàng từ các bên liên quan(Số dư chủ yếu với các bên liên quan được trình bày tạiThuyết minh số 43 ),2.034.655.250,2.091.137.814,2034655250.0,2091137814.0
