row_label_raw,row_label_full,col_0,Công nợ,Công nợ_1,Tài sản,Tài sản_1,numeric__Công nợ,numeric__Công nợ_1,numeric__Tài sản,numeric__Tài sản_1
,,,31/12/2015VND,31/12/2014VND,31/12/2015VND,31/12/2014VND,,,,
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),120.834.000,-,4.941.727.626,1.710.131.598,120834000.0,,4941727626.0,1710131598.0
Yến Nhật (JPY),Yến Nhật (JPY),Yến Nhật (JPY),-,-,1.810.000,-,,,1810000.0,
Australian Dollar (AUD),Australian Dollar (AUD),Australian Dollar (AUD),-,-,3.232.600,-,,,3232600.0,
