row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,986.388.000,8.908.475.217,9.894.863.217,986388000.0,8908475217.0,9894863217.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,33.045.128.958,33.045.128.958,,33045128958.0,33045128958.0
Giảm khác,Giảm khác,Giảm khác,,-,-,,,
Số cuối năm,Giảm khác > Số cuối năm,Số cuối năm,986.388.000,41.953.604.175,42.939.992.175,986388000.0,41953604175.0,42939992175.0
Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,,,
Số đầu năm,Khấu hao > Số đầu năm,Số đầu năm,577.592.000,1.922.560.127,2.500.152.127,577592000.0,1922560127.0,2500152127.0
Khấu hao trong năm,Khấu hao > Khấu hao trong năm,Khấu hao trong năm,57.759.200,6.789.313.203,6.847.072.403,57759200.0,6789313203.0,6847072403.0
Giảm khác,Giảm khác,Giảm khác,,,-,,,
Số cuối năm,Giảm khác > Số cuối năm,Số cuối năm,635.351.200,8.711.873.330,9.347.224.530,635351200.0,8711873330.0,9347224530.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,408.796.000,6.985.915.090,7.394.711.090,408796000.0,6985915090.0,7394711090.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,351.036.800,33.241.730.845,33.592.767.645,351036800.0,33241730845.0,33592767645.0
