row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017,numeric__Năm 2018,numeric__Năm 2017
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.489.319.240.336,1.175.903.515.404,1489319240336.0,1175903515404.0
Điều chỉnh các khoản thu nhập chịu thuế,Điều chỉnh các khoản thu nhập chịu thuế,Điều chỉnh các khoản thu nhập chịu thuế,(77.361.249.266),(37.862.064.841),-77361249266.0,-37862064841.0
- Điều chỉnh tăng,- Điều chỉnh tăng,- Điều chỉnh tăng,6.532.015.846,2.396.732.732,6532015846.0,2396732732.0
"+ Lỗ CLTG đánh giá số dư tiền, nợ phải thu","+ Lỗ CLTG đánh giá số dư tiền, nợ phải thu","+ Lỗ CLTG đánh giá số dư tiền, nợ phải thu",28.300.926,1.371.865,28300926.0,1371865.0
+ Chi phí khác,+ Chi phí khác,+ Chi phí khác,6.503.714.920,2.395.360.867,6503714920.0,2395360867.0
- Điều chỉnh giảm,- Điều chỉnh giảm,- Điều chỉnh giảm,83.893.265.112,40.258.797.573,83893265112.0,40258797573.0
+ Cổ tức lợi nhuận được chia,+ Cổ tức lợi nhuận được chia,+ Cổ tức lợi nhuận được chia,83.116.369.238,37.067.489.594,83116369238.0,37067489594.0
+ Các khoản khác,+ Các khoản khác,+ Các khoản khác,776.895.874,3.191.307.979,776895874.0,3191307979.0
Tổng thu nhập chịu thuế,Tổng thu nhập chịu thuế,Tổng thu nhập chịu thuế,1.411.957.991.070,1.138.041.450.563,1411957991070.0,1138041450563.0
Thu nhập được miễn thuế,Thu nhập được miễn thuế,Thu nhập được miễn thuế,211.512.825.661,29.793.118.422,211512825661.0,29793118422.0
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,1.200.445.165.409,1.108.248.332.141,1200445165409.0,1108248332141.0
- Thu nhập từ hoạt động SXKD chính,- Thu nhập từ hoạt động SXKD chính,- Thu nhập từ hoạt động SXKD chính,1.197.545.817.231,1.108.090.880.141,1197545817231.0,1108090880141.0
- Thu nhập khác,- Thu nhập khác,- Thu nhập khác,2.949.348.178,157.452.000,2949348178.0,157452000.0
Chỉ phí thuế TNDN,Chỉ phí thuế TNDN,Chỉ phí thuế TNDN,164.757.901.932,111.177.374.533,164757901932.0,111177374533.0
- Từ hoạt động SXKD chính,- Từ hoạt động SXKD chính,- Từ hoạt động SXKD chính,164.168.032.296,111.145.884.133,164168032296.0,111145884133.0
- Thu nhập khác,- Thu nhập khác,- Thu nhập khác,589.869.636,31.490.400,589869636.0,31490400.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,164.757.901.932,111.420.706.857,164757901932.0,111420706857.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi phí thuế TNDN hiện hành phát sinh năm này,Trong đó: > - Chi phí thuế TNDN hiện hành phát sinh năm này,- Chi phí thuế TNDN hiện hành phát sinh năm này,164.757.901.932,111.177.374.533,164757901932.0,111177374533.0
- Điều chỉnh chi phí thuế TNDN hiện hành kỳ trước vàochi phí thuế TNDN hiện hành năm này,Trong đó: > - Điều chỉnh chi phí thuế TNDN hiện hành kỳ trước vàochi phí thuế TNDN hiện hành năm này,- Điều chỉnh chi phí thuế TNDN hiện hành kỳ trước vàochi phí thuế TNDN hiện hành năm này,-,243.332.324,,243332324.0
