row_label_raw,row_label_full,col_0,Vốn góp củachủ sở hữu,Thặng dư vốn cổ phần,Quỹ đầu tưphát triển,LNSTchưa phân phối,Cộng,numeric__Vốn góp củachủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quỹ đầu tưphát triển,numeric__LNSTchưa phân phối,numeric__Cộng
Số dư tại 01/01/2017,Số dư tại 01/01/2017,Số dư tại 01/01/2017,1.875.493.730.000,288.350.082.456,383.972.302.694,2.160.803.845.889,4.708.619.961.039,1875493730000.0,288350082456.0,383972302694.0,2160803845889.0,4708619961039.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,562.636.810.000,,70.494.000.000,1.064.384.595.081,1.697.515.405.081,562636810000.0,,70494000000.0,1064384595081.0,1697515405081.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,15.000.000,-,1.172.366.923.500,1.172.381.923.500,,15000000.0,,1172366923500.0,1172381923500.0
Số dư tại 31/12/2017,Số dư tại 31/12/2017,Số dư tại 31/12/2017,2.438.130.540.000,288.335.082.456,454.466.302.694,2.052.821.517.470,5.233.753.442.620,2438130540000.0,288335082456.0,454466302694.0,2052821517470.0,5233753442620.0
Số dư tại 01/01/2018,Số dư tại 01/01/2018,Số dư tại 01/01/2018,2.438.130.540.000,288.335.082.456,454.466.302.694,2.052.821.517.470,5.233.753.442.620,2438130540000.0,288335082456.0,454466302694.0,2052821517470.0,5233753442620.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,487.615.550.000,,51.339.935.636,1.324.561.338.404,1.863.516.824.040,487615550000.0,,51339935636.0,1324561338404.0,1863516824040.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,15.000.000,-,973.972.595.890,973.987.595.890,,15000000.0,,973972595890.0,973987595890.0
Số dư tại 31/12/2018,Số dư tại 31/12/2018,Số dư tại 31/12/2018,2.925.746.090.000,288.320.082.456,505.806.238.330,2.403.410.259.984,6.123.282.670.770,2925746090000.0,288320082456.0,505806238330.0,2403410259984.0,6123282670770.0
