row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2018 VND,01/01/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__01/01/2018 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,3.175.277.218.366,2.657.288.061.337,100.0,,3175277218366.0,2657288061337.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,417.823.626.254,527.781.193.851,110.0,,417823626254.0,527781193851.0
1. Tiền,1. Tiền,1. Tiền,111,5,417.823.626.254,527.781.193.851,111.0,5.0,417823626254.0,527781193851.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,-,112.0,,,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,1.699.000.000.000,751.000.000.000,120.0,,1699000000000.0,751000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,-,121.0,,,
2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,123,6.a,1.699.000.000.000,751.000.000.000,123.0,,1699000000000.0,751000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,467.166.692.010,1.041.116.892.338,130.0,,467166692010.0,1041116892338.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,85.676.814.260,21.570.668.137,131.0,7.0,85676814260.0,21570668137.0
2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,132,8,372.040.637.498,262.971.023.735,132.0,8.0,372040637498.0,262971023735.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9.a,20.916.193.253,768.048.604.904,136.0,,20916193253.0,768048604904.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,10,(11.466.953.001),(11.473.404.438),137.0,10.0,-11466953001.0,-11473404438.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,584.053.948.092,318.631.740.835,140.0,11.0,584053948092.0,318631740835.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,584.053.948.092,318.631.740.835,141.0,,584053948092.0,318631740835.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,7.232.952.010,18.758.234.313,150.0,,7232952010.0,18758234313.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12.a,7.207.166.498,3.416.257.449,151.0,,7207166498.0,3416257449.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,-,15.316.191.352,152.0,,,15316191352.0
