row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Trái phiếu Chính phủ,Chứng khoán nợ > ▪ Trái phiếu Chính phủ,▪ Trái phiếu Chính phủ,-,1.152.286,,1152286.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,,,
▪ Chứng khoán vốn do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán vốn > ▪ Chứng khoán vốn do các tổ chức tín dụng khác trong nước phát hành,▪ Chứng khoán vốn do các tổ chức tín dụng khác trong nước phát hành,-,520.730,,520730.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán vốn > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,-,1.673.016,,1673016.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,,,
▪ Dự phòng giảm giá (i),Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > ▪ Dự phòng giảm giá (i),▪ Dự phòng giảm giá (i),-,(15.073),,-15073.0
,,,-,1.657.943,,1657943.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,,,
▪ Trái phiếu Chính phủ (ii),Chứng khoán nợ > ▪ Trái phiếu Chính phủ (ii),▪ Trái phiếu Chính phủ (ii),1.401.464,266.426,1401464.0,266426.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,,
▪ Mệnh giá trái phiếu đặc biệt (iii),Trái phiếu đặc biệt do VAMC phát hành > ▪ Mệnh giá trái phiếu đặc biệt (iii),▪ Mệnh giá trái phiếu đặc biệt (iii),152.499,370.363,152499.0,370363.0
▪ Dự phòng trái phiếu đặc biệt (iv),Trái phiếu đặc biệt do VAMC phát hành > ▪ Dự phòng trái phiếu đặc biệt (iv),▪ Dự phòng trái phiếu đặc biệt (iv),(93.463),(141.524),-93463.0,-141524.0
,,,59.036,228.839,59036.0,228839.0
,,,1.460.500,2.153.208,1460500.0,2153208.0
