row_label_raw,row_label_full,15,Tăng/(giảm) các khoản nợ Ngân hàng Nhà nước Việt Nam,255.545,(200.928),numeric__Tăng/(giảm) các khoản nợ Ngân hàng Nhà nước Việt Nam,numeric__255.545,numeric__(200.928)
16,16,16,"Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng khác",964.464,3.550.563,,964464.0,3550563.0
17,17,17,Tăng tiền gửi của khách hàng,3.296.296,3.335.086,,3296296.0,3335086.0
18,18,18,Tăng phát hành giấy tờ có giá,300.000,-,,300000.0,
21,21,21,Tăng khác về công nợ hoạt động,101.949,48.984,,101949.0,48984.0
22,22,22,Chỉ từ các quỹ của tổ chức tín dụng,(35.581),(16.266),,-35581.0,-16266.0
