row_label_raw,row_label_full,Thuế giá trị gia tăng,31/12/2018Triệu VND > 392,31/12/2017Triệu VND > 562,numeric__31/12/2018Triệu VND > 392,numeric__31/12/2017Triệu VND > 562
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,8.579,16.307,8579.0,16307.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.418,2.060,2418.0,2060.0
,,,11.389,18.929,11389.0,18929.0
