row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt,5,519.751,433.191,,5.0,519751.0,433191.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,1.852.903,2.251.582,,6.0,1852903.0,2251582.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,7,5.399.327,4.163.859,,7.0,5399327.0,4163859.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,5.399.327,4.163.859,,,5399327.0,4163859.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,987,-,,8.0,987.0,
VI,A > VI,VI,Cho vay khách hàng,,29.216.772,24.465.617,,,29216772.0,24465617.0
1,A > 1,1,Cho vay khách hàng,9,29.471.994,24.685.503,,9.0,29471994.0,24685503.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(255.222),(219.886),,10.0,-255222.0,-219886.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,1.460.500,2.153.208,,11.0,1460500.0,2153208.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,-,1.673.016,,,,1673016.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,1.553.963,636.789,,,1553963.0,636789.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(93.463),(156.597),,,-93463.0,-156597.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,514.521,514.521,,12.0,514521.0,514521.0
1,A > 1,1,Đầu tư vào công ty con,,500.000,500.000,,,500000.0,500000.0
4,A > 4,4,Đầu tư dài hạn khác,,14.521,14.521,,,14521.0,14521.0
X,A > X,X,Tài sản cố định,,1.484.305,1.399.254,,,1484305.0,1399254.0
1,A > 1,1,Tài sản cố định hữu hình,13,778.703,687.705,,13.0,778703.0,687705.0
a,A > a,a,Nguyên giá,,996.334,855.512,,,996334.0,855512.0
b,A > b,b,Giá trị hao món lũy kế,,(217.631),(167.807),,,-217631.0,-167807.0
3,A > 3,3,Tài sản cố định vô hình,14,705.602,711.549,,14.0,705602.0,711549.0
a,A > a,a,Nguyên giá,,758.573,755.686,,,758573.0,755686.0
b,A > b,b,Giá trị hao món lũy kế,,(52.971),(44.137),,,-52971.0,-44137.0
XII,A > XII,XII,Tài sản Có khác,,2.086.057,2.018.364,,,2086057.0,2018364.0
1,A > 1,1,Các khoản phải thu,15,218.978,207.788,,15.0,218978.0,207788.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,1.561.344,1.542.115,,,1561344.0,1542115.0
4,A > 4,4,Tài sản Có khác,16,309.860,270.524,,16.0,309860.0,270524.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng,,(4.125),(2.063),,,-4125.0,-2063.0
,,,TỔNG TÀI SẢN,,42.535.123,37.399.596,,,42535123.0,37399596.0
