row_label_raw,row_label_full,Ngân hàng thương mại cổ phần Ngoại thương Việt Nam,Loại tiên tệ > VND,1/1/2023 VND > 2.050.000.000.000,Vay thêm VND > 11.130.000.000.000,Trả nợ VND > (8.530.000.000.000),Chênh lệch tỷ giá VND > -,31/12/2023 VND > 4.650.000.000.000,numeric__Loại tiên tệ > VND,numeric__1/1/2023 VND > 2.050.000.000.000,numeric__Vay thêm VND > 11.130.000.000.000,numeric__Trả nợ VND > (8.530.000.000.000),numeric__Chênh lệch tỷ giá VND > -,numeric__31/12/2023 VND > 4.650.000.000.000
"Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh",USD,1.150.000.000.000,1.907.200.000.000,(1.338.816.000.000),(1.904.000.000),1.716.480.000.000,,1150000000000.0,1907200000000.0,-1338816000000.0,-1904000000.0,1716480000000.0
"Ngân hàng DBS Bank, Singapore","Ngân hàng DBS Bank, Singapore","Ngân hàng DBS Bank, Singapore",USD,1.137.500.000.000,2.395.200.000.000,(3.044.400.000.000),(11.500.000.000),476.800.000.000,,1137500000000.0,2395200000000.0,-3044400000000.0,-11500000000.0,476800000000.0
Ngân hàng thương mại cổ phần Công thương Việt Nam,Ngân hàng thương mại cổ phần Công thương Việt Nam,Ngân hàng thương mại cổ phần Công thương Việt Nam,VND,-,1.720.000.000.000,(970.000.000.000),-,750.000.000.000,,,1720000000000.0,-970000000000.0,,750000000000.0
,,,,4.337.500.000.000,17.152.400.000.000,(13.883.216.000.000),(13.404.000.000),7.593.280.000.000,,4337500000000.0,17152400000000.0,-13883216000000.0,-13404000000.0,7593280000000.0
