row_label_raw,row_label_full,Tên,Trụ sở,Hoạt động chính,Lợi ích kinh tế,Lợi ích kinh tế_1,numeric__Trụ sở,numeric__Hoạt động chính,numeric__Lợi ích kinh tế,numeric__Lợi ích kinh tế_1
Tên,Tên,Tên,Trụ sở,Hoạt động chính,31/12/2023,1/1/2023,,,,
"Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp",,,,
Miraka Holdings Limited (*),"Các công ty liên doanh, liên kết sở hữu trực tiếp > Miraka Holdings Limited (*)",Miraka Holdings Limited (*),"108 Tuwharetoa, Taupo, New Zealand",Sản xuất sữa,"13,55%","16,96%",,,0.1355,0.1696
Công ty Cổ phần APIS,"Các công ty liên doanh, liên kết sở hữu trực tiếp > Công ty Cổ phần APIS",Công ty Cổ phần APIS,"Số 18A, VSIP II-A, đường 27, Khu công nghiệp Việt Nam – Singapore II-A, Phường Vĩnh Tân, Huyện Tân Uyên, Tỉnh Bình Dương",Kinh doanh nguyên liệu thực phẩm,"20,00%","20,00%",,,0.2,0.2
