row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,48.843.009.966.312,49.022.491.211.051,48843009966312.0,49022491211051.0
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,817.968.602.251,727.135.152.572,817968602251.0,727135152572.0
▪ Các dịch vụ khác,Tổng doanh thu > ▪ Các dịch vụ khác,▪ Các dịch vụ khác,38.018.742.423,31.685.823.251,38018742423.0,31685823251.0
▪ Cho thuê bất động sản đầu tư,Tổng doanh thu > ▪ Cho thuê bất động sản đầu tư,▪ Cho thuê bất động sản đầu tư,9.004.764.880,7.472.976.033,9004764880.0,7472976033.0
▪ Doanh thu khác,Tổng doanh thu > ▪ Doanh thu khác,▪ Doanh thu khác,79.819.809.883,80.467.226.293,79819809883.0,80467226293.0
,,,49.787.821.885.749,49.869.252.389.200,49787821885749.0,49869252389200.0
Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ đi các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,19.644.983.602,65.568.727.221,19644983602.0,65568727221.0
▪ Hàng bán bị trả lại,Trừ đi các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,19.864.886.670,8.271.175.080,19864886670.0,8271175080.0
,,,39.509.870.272,73.839.902.301,39509870272.0,73839902301.0
Doanh thu thuần,Trừ đi các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,49.748.312.015.477,49.795.412.486.899,49748312015477.0,49795412486899.0
