row_label_raw,row_label_full,col_0,MH VND,MML VND,SHERPA VND,MCH VND,VCM VND,Tổng VND,numeric__MH VND,numeric__MML VND,numeric__SHERPA VND,numeric__MCH VND,numeric__VCM VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,13.737.200.000.000,2.030.991.202.463,-,516.600.000.000,12.860.719.019.892,29.145.510.222.355,13737200000000.0,2030991202463.0,,516600000000.0,12860719019892.0,29145510222355.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,5.000.000.000.000,-,5.044.379.000.000,-,-,10.044.379.000.000,5000000000000.0,,5044379000000.0,,,10044379000000.0
Thanh lý (*),Thanh lý (*),Thanh lý (*),-,-,-,(516.600.000.000),(12.860.719.019.892),(13.377.319.019.892),,,,-516600000000.0,-12860719019892.0,-13377319019892.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.737.200.000.000,2.030.991.202.463,5.044.379.000.000,-,-,25.812.570.202.463,18737200000000.0,2030991202463.0,5044379000000.0,,,25812570202463.0
