row_label_raw,row_label_full,col_0,% sour hữu,% quyền biểu quyết,Giá gốc VND,Dự phòng giảm giá VND,Giá trị hợp lý VND,% sour hữu biểu quyết,% sour hữu biểu quyết_1,Giá gốc VND_1,Dự phòng giảm giá VND_1,Giá trị hợp lý VND_1,numeric__% sour hữu,numeric__% quyền biểu quyết,numeric__Giá gốc VND,numeric__Dự phòng giảm giá VND,numeric__Giá trị hợp lý VND,numeric__% sour hữu biểu quyết,numeric__% sour hữu biểu quyết_1,numeric__Giá gốc VND_1,numeric__Dự phòng giảm giá VND_1,numeric__Giá trị hợp lý VND_1
▪ Công ty TNHH Tầm nhìn Masan (“MH”),▪ Công ty TNHH Tầm nhìn Masan (“MH”),▪ Công ty TNHH Tầm nhìn Masan (“MH”),"99,9%","99,9%",18.737.200.000.000,-,,(*),"99,9%","99,9%",13.737.200.000.000,-,0.9990000000000001,0.9990000000000001,18737200000000.0,,,,0.9990000000000001,0.9990000000000001,13737200000000.0,
▪ Công ty Cổ phần Masan MEATLife (“MML”),▪ Công ty Cổ phần Masan MEATLife (“MML”),▪ Công ty Cổ phần Masan MEATLife (“MML”),"78,7%","78,7%",2.030.991.202.463,-,,(*),"79,3%","79,3%",2.030.991.202.463,-,0.787,0.787,2030991202463.0,,,,0.7929999999999999,0.7929999999999999,2030991202463.0,
▪ Công ty TNHH The SHERPA (“SHERPA”) (**),▪ Công ty TNHH The SHERPA (“SHERPA”) (**),▪ Công ty TNHH The SHERPA (“SHERPA”) (**),"99,9%","99,9%",5.044.379.000.000,-,,(*),-,-,-,-,0.9990000000000001,0.9990000000000001,5044379000000.0,,,,,,,
▪ Công ty TNHH MasanConsumerHoldings (“MCH”),▪ Công ty TNHH MasanConsumerHoldings (“MCH”),▪ Công ty TNHH MasanConsumerHoldings (“MCH”),-,-,-,-,,-,"85,7%","85,7%",516.600.000.000,-,,,,,,,0.857,0.857,516600000000.0,
▪ Công ty Cổ phần Thương mại và Phát triển VCM (“VCM”),▪ Công ty Cổ phần Thương mại và Phát triển VCM (“VCM”),▪ Công ty Cổ phần Thương mại và Phát triển VCM (“VCM”),-,-,-,-,,-,"83,7%","83,7%",12.860.719.019.892,-,,,,,,,0.8370000000000001,0.8370000000000001,12860719019892.0,
,,,,,25.812.570.202.463,-,,,,29.145.510.222.355,-,,,,25812570202463.0,,,,,29145510222355.0,,
