row_label_raw,row_label_full,col_0,Trái phiếu MHT VND,Trái phiếu NPM VND,Trái phiếu khác VND,Tổng VND,numeric__Trái phiếu MHT VND,numeric__Trái phiếu NPM VND,numeric__Trái phiếu khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,750.000.000.000,500.000.000.000,321.530.000.000,1.571.530.000.000,750000000000.0,500000000000.0,321530000000.0,1571530000000.0
Thanh lý,Thanh lý,Thanh lý,(750.000.000.000),(500.000.000.000),(321.530.000.000),(1.571.530.000.000),-750000000000.0,-500000000000.0,-321530000000.0,-1571530000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,-,-,-,,,,
