row_label_raw,row_label_full,col_0,1/1/2020Giá trị ghi số/số cókhả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > Hoàn trảVND,31/12/2020Giá trị ghi số/số cókhả năng trả nợVND,numeric__1/1/2020Giá trị ghi số/số cókhả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > Hoàn trảVND,numeric__31/12/2020Giá trị ghi số/số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.000.000.000.000,7.363.753.424.658,(4.980.273.972.603),3.383.479.452.055,1000000000000.0,7363753424658.0,-4980273972603.0,3383479452055.0
,,,,,31/12/2020VND,1/1/2020VND,,,,
"Bên cho vay:▪ Công ty TNHH Khai thác Chế biến Khoáng sản NúiPháo, công ty con sở hữu gián tiếp▪ Công ty Cổ phần Dịch vụ và Phát triển Thương mạiVCM, công ty con sở hữu gián tiếp▪ Công ty Cổ phần Masan MEATLife, công ty consở hữu trực tiếp▪ Bên thứ ba","Bên cho vay:▪ Công ty TNHH Khai thác Chế biến Khoáng sản NúiPháo, công ty con sở hữu gián tiếp▪ Công ty Cổ phần Dịch vụ và Phát triển Thương mạiVCM, công ty con sở hữu gián tiếp▪ Công ty Cổ phần Masan MEATLife, công ty consở hữu trực tiếp▪ Bên thứ ba","Bên cho vay:▪ Công ty TNHH Khai thác Chế biến Khoáng sản NúiPháo, công ty con sở hữu gián tiếp▪ Công ty Cổ phần Dịch vụ và Phát triển Thương mạiVCM, công ty con sở hữu gián tiếp▪ Công ty Cổ phần Masan MEATLife, công ty consở hữu trực tiếp▪ Bên thứ ba",,,1.143.479.452.055500.000.000.000150.000.000.0001.590.000.000.000,1.000.000.000.000----1.000.000.000.000----,,,1.1434794520555e+49,
,,,,,3.383.479.452.055,1.000.000.000.000,,,3383479452055.0,1000000000000.0
