row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Chi phí lãi vay phải trả:,Chi phí lãi vay phải trả:,Chi phí lãi vay phải trả:,Chi phí lãi vay phải trả:,Chi phí lãi vay phải trả:,,
▪ Ngân hàng,Chi phí lãi vay phải trả: > ▪ Ngân hàng,▪ Ngân hàng,16.964.676.840,-,16964676840.0,
▪ Trái chú,Chi phí lãi vay phải trả: > ▪ Trái chú,▪ Trái chú,980.816.160.372,236.875.000.001,980816160372.0,236875000001.0
▪ Các công ty con,Chi phí lãi vay phải trả: > ▪ Các công ty con,▪ Các công ty con,327.993.452.143,224.657.534,327993452143.0,224657534.0
▪ Các bên khác,Chi phí lãi vay phải trả: > ▪ Các bên khác,▪ Các bên khác,124.903.287.670,-,124903287670.0,
Chi phí phát hành trái phiếu,Chi phí lãi vay phải trả: > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,98.807.460.341,10.711.212.311,98807460341.0,10711212311.0
Chi phí đi vay,Chi phí lãi vay phải trả: > Chi phí đi vay,Chi phí đi vay,4.817.983.063,-,4817983063.0,
Lỗ từ thanh lý các khoản đầu tư,Chi phí lãi vay phải trả: > Lỗ từ thanh lý các khoản đầu tư,Lỗ từ thanh lý các khoản đầu tư,-,4.094.992.273,,4094992273.0
Lỗ chênh lệch tỷ giá hối đoái,Chi phí lãi vay phải trả: > Lỗ chênh lệch tỷ giá hối đoái,Lỗ chênh lệch tỷ giá hối đoái,6.000.000.000,32.498,6000000000.0,32498.0
Chi phí khác,Chi phí lãi vay phải trả: > Chi phí khác,Chi phí khác,130.566.250,-,130566250.0,
,,,1.560.433.586.679,251.905.894.617,1560433586679.0,251905894617.0
