row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,405.873,375.338,405873.0,375338.0
Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,376.296,345.889,376296.0,345889.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,8.191,7.993,8191.0,7993.0
Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,1.141,2.328,1141.0,2328.0
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,613,1.175,613.0,1175.0
Thu nhập từ IFC,Thu nhập từ IFC,Thu nhập từ IFC,-,2.842,,2842.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,19.632,15.111,19632.0,15111.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(25.890),(28.702),-25890.0,-28702.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(13.453),(13.098),-13453.0,-13098.0
Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,(62),(10.035),-62.0,-10035.0
Chi phí khác,Chi phí khác,Chi phí khác,(12.375),(5.569),-12375.0,-5569.0
,,,379.983,346.636,379983.0,346636.0
