row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Dự phòng rủi ro tín dụng,Dự phòng rủi ro tín dụng,Dự phòng rủi ro tín dụng,216,499,216.0,499.0
- Dự phòng chung,- Dự phòng chung,- Dự phòng chung,216,499,216.0,499.0
Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,237.893,210.709,237893.0,210709.0
- Các khoản tạm ứng hoạt động nghiệp vụ,- Các khoản tạm ứng hoạt động nghiệp vụ,- Các khoản tạm ứng hoạt động nghiệp vụ,80.952,60.028,80952.0,60028.0
- Tạm ứng mua sắm tài sản,- Tạm ứng mua sắm tài sản,- Tạm ứng mua sắm tài sản,48.000,48.000,48000.0,48000.0
- Phải thu giao dịch chứng khoán,- Phải thu giao dịch chứng khoán,- Phải thu giao dịch chứng khoán,35.860,35.967,35860.0,35967.0
- Tài sản thiếu chờ xử lý,- Tài sản thiếu chờ xử lý,- Tài sản thiếu chờ xử lý,15.451,14.854,15451.0,14854.0
- Phải thu khách hàng do ứng trước,- Phải thu khách hàng do ứng trước,- Phải thu khách hàng do ứng trước,15.421,13.871,15421.0,13871.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,42.209,37.989,42209.0,37989.0
,,,238.109,211.208,238109.0,211208.0
